data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Không đúng hàng nhưng sài cũng tốt,,,,,,,,,,Positive,
"Camera chụp ngược sáng bị flare nặng, nhiều hạt. Khác với mô tả ảnh sắc. Tính năng hdr xử lý quá tay, màu bị giả",,Negative,,,,,,,,,
"Máy kém chất lượng, dùng chưa được gì thì hỏng",,,,,,,,,,Negative,
"Chất lượng sản phẩm rất tốt, đóng gói cẩn thận, nhận hàng nhanh chóng.",,,,,,Positive,,,Positive,,
"Rất đụơc, quá rẻ,",,,,,,,Positive,,,,
"Sản phẩm đúng mô tả. Chất lượng sản phẩm sử dụng rất mượt,pin tuyệt vời trâu bò, máy chạy không nóng, cảm ơn cửa hàng bán hàng đúng số tiền bỏ ra.",Positive,,Positive,,,,Positive,,,,
Sau 2 tuần sử dụng không vấn đề gì xảy ra. Trước đó mình unbox seal lỏng lẻo + có bụi bên trong lúc đập hộp. Không biết vì lí do gì. Tính hoà lại nhưng vì mất thời gian nên đã cân nhắc thêm. May mắn hiện tại không có vấn đề gì xảy ra,,,,,,Negative,,,,Positive,
Nhân viên tại cửa fpt không hỗ trợ khi đến cửa hàng. Vậy mà nói đến cửa hàng nào cũng nhận hỗ trợ khách đến thì không mời ngồi cho khách đứng rồi loay hoay cho xong. Hay là do đặt hàng onl nên khi mang đến cửa hàng nhân viên không được doanh thu hoa hồng gì nên như vậy. (đã được nhân viện gọi điện hỗ trợ),,,,,,,,Negative,,,
Color: Đen-2xl đẹp. Vừa túi tiền,,,,,,,,,,,Neutral
Sản phẩm đúng như mô tả. Chất lượng ok. Dùng không lỗi lầm. Không phải mất công ra tận mobilecity mua máy. Lần sau mua sẽ ủng hộ tiếp,,,,,,,,,,Positive,
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Màn hình to đẹp 
Đúng với mô tả: Tốt
Nếu có 10 sao đánh giá em sẵn sàng tặng cho cửa hàng. Gói hàng quá chu đáo, mua đợt này máy chưa kích hoạt trước, 100 điểm, yêu cửa hàng 😘😘😘",,,,Positive,,Positive,,,,,
"Nhóm màu: Nhiều màu khả năng lưu trữ: 128gb hàng chất lượng, cửa hàng siêu có tâm.",,,,,,,,,,Positive,
"Tư vấn rất nhiệt tình, đóng gói cẩn thận, sản phẩm tốt, đầy đủ sạc, quê chọc sim, ốp điện thoại nha!",,,,,,Positive,,Positive,,,
Màn hình không nứt nhưng nút nguồn sắp liệt,,,,,,,,,,Negative,
"Cảm ứng lag màn mượt là quảng cáo sai ghost touch, vuốt không ăn,",,,,Negative,,,,,,,
Đã nhận được máy như mới sop uy tín,,,,,,,,,,Positive,
Đúng với mô tả: Không dung voi mô tả buồn với shopee,,,,,,,,,,Negative,
"Color family: Random color sản phẩm: Tuyệt vời,đã nhận sản phẩm của cửa hàng gửi. Đúng chuẩn máy đã đặt hàng, máy mới chính hãng, cửa hàng uy tín, sản phẩm đẹp hợp thoi trang, giá cả bình dân. Đã sử dụng 1 thời gian thấy rất ổn định. Cửa hàng tư vấn nhiệt tình, có tặng rất nhiều voucher hậu mãi. Tháng sau sẽ ủng hộ cửa hàng thêm con máy nữa. Tặng cửa hàng 5 sao.",,,,,Positive,,Positive,Positive,,,
"Chip mạnh, pin trâu sạc nhanh. Dùng mượt lắm cửa hàng đóng gói cẩn thận giao hàng nhanh",Positive,,Positive,,,Positive,,,Positive,,
"Máy đẹp, chạy mượt, xài lâu máy hơi nóng. Pin đủ dùng trong ngày.",Neutral,,Positive,,,,,,,,
Chuẩn bị và giao hàng nhanh. Đóng gói cẩn thận. Nhân viên giao nhiệt tình,,,,,,Positive,,,Positive,,
"Nhóm màu: Xanh dương 
Dung lượng lưu trữ: 128gb giao hàng nhanh chóng và an toàn. Thiết kế mượt mà, rất ưng!...",,,,,Positive,,,,Positive,,
Chính sách bảo hành được mô tả trong tài liệu,,,,,,,,Neutral,,,
"Hàng chuẩn đúng chính hãng. Cửa hàng uy tín mua ở đây 2,3 lần rồi OK",,,,,,,,,,Positive,
"Đúng với mô tả: Sau 1 tuần sử dụng cảm nhận máy màn hình đẹp,game mượt,pin trâu sạc rất nhanh nhưng phải sử dụng sạc khác",Positive,,Positive,Positive,,,,,,,
"Mua 97% nhưng mà ngoại hình ngon, cửa hàng nhiệt tình, ăn cưới vẫn không quên khách hàng, ảnh vid được quay từ cam v50",,,,,Positive,,,Positive,,,
"Dung lượng lưu trữ: A12 ram 4gb/128gb 
Nhóm màu: Đen tốt sản phẩm của cửa hàng đúng như quảng cáo cho cửa hàng 5 sao. Tôi sẽ tiếp tục mua sản phẩm của cửa hàng vào lần sau. Cảm ơn cửa hàng nhiều lắm.",,,,,,,,,,Positive,
"Sản phẩm tốt chính hãng Việt Nam kích hoạt bảo hành khi mới mua máy imei khớp với máy màu chuẩn, đóng gói tốt chống sốc cẩn thận giao khá nhanh, tiếc cái là cửa hàng không tặng kèm củ sạc. Mình sử dụng samsung quen rồi nên h lên đời s25.",,,,,Positive,Positive,,Positive,Positive,,
"Tính năng nổi bật: 👍 
Chất lượng sản phẩm: 👍 chất lượng không phải bàn vì rất tốt, shiper thân thiện 10điểm",,,,,,,,,Positive,,
"Chăm sóc khách hàng tệ, khách hỏi thì chửi bảo trẻ trâu, đuổi khách cút ra hàng khác nói có sách mách có chứng. Tôi bỏ tiền ra không phải để mua thái độ của bạn",,,,,,,,Negative,,,
"Mua hàng trên lazada có chút lo lắng,nhưng khi nhận hàng thật sự hài lòng với trách nhiệm cao uy tín của cửa hàng. Đánh giá cửa hàng 5 sao. Chắc chắn sẽ ủng hộ cửa hàng lần sau nha mọi người.",,,,,,,,,,Positive,
Săn được giá rẻ sử dụng cũng cũng á nói chung là giá tốt chất lượng thì phải về lâu dài mới biết được,,,,,,,Positive,,,,
Máy đẹp. Giao hàng Nhanh. Đóng gói sản phẩm cẩn thận.,,,,,Positive,Positive,,,Positive,,
"Điện thoại quá đẹp cửa hàng uy tín giao nhanh,đặt hôm trc qua ngày sau đã có.",,,,,Positive,,,,Positive,,
Chụp đẹp nha nhất là trong buổi sáng.,,Positive,,,,,,,,,
"Điện thoại xịn quá, chs game tốt xem phim nét lắm, màn hình hd siêu mượt",,,,Positive,,,,,,,
"Nhóm màu: Màu ngẫu nhiên 
Dung lượng lưu trữ: 8gb mua samsung j5 giao j6…. Cảnh giác khi mua hàng của cửa hàng!",,,,,,,,,Negative,,
"Giao hàng rất nhanh. Điện thoại nhẹ, đẹp, mua ở shopee tính ra còn có lợi hơn ở ngoài.",,,,,Positive,,,,Positive,,
"Tính năng nổi bật: Oke 
Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt
Giao nhanh nha cửa hàng tin tương nen ủng hộ nha mọi người nên mua máy ngon nha",,,,,,,,,Positive,,
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém điện thoại bóc seal có vết xước rất nhỏ trên màn hình không thể nhìn thấy bằng mắt thường. Đến khi mình đã acitve máy, dán màn hình soi đèn pin để lau bụi thì mới phát hiện ra. Liên hệ viettel và cả shopee đều không được hỗ trợ ra cửa hàng viettel nhân viên bảo chị mua online đã được giá rẻ hơn thì sẽ có rất nhiều bất lợi rồi chán không muốn nói",,,,Negative,,,,Negative,,,
"Cảm ơn cửa hàng. Hàng gói cẩn thận, sản phẩm đúng mô tả. Đã dùng được 1 tuần thấy ngày đầu pin tụt nhanh nhưng mấy ngày sau xài thấy ổn định hơn rồi. Cơ mà không thấy bill với phiếu bảo hành không bt sau này bị gì thì có bảo hành được không.",Positive,,,,,Positive,,Negative,,,
Ọp ẹp quảng cáo quá lố vân tay không nhạy. Quảng cáo mở khóa vân tay siêu nhanh mà thực tế bấm 4-5 lần mới được.,,,,,,,,,,Negative,
Tính năng nổi bật: Cửa hàng lừa đảo nha mọi người tránh xa ra,,,,,,,,,,Negative,
Màu máy: Màu đen sản phẩm: Samsung a32 6/128gb máy tốt nha cửa hàng bán hàng uy tín ak. Đúng máy mình cần. Quan trọng là sài ổn. Giá cả hợp lý. Pin sử dụng cũng lâu nè cửa hàng uy tín mình sẽ giới thiệu ủng hộ cửa hàng nè. Giao hàng cung nhanh thận thiện nè,Positive,,,,,,Positive,,Positive,,
"Máy dùng mượt, hình thức đẹp, phù hợp với công việc văn phòng.",,,Positive,,Positive,,,,,,
"Cửa hàng đóng gói cẩn thận, máy kích hoạt bảo hành chưa cửa hàng ơi",,,,,,Positive,,Neutral,,,
Máy xịn lắm nha,,,,,,,,,,Positive,
"Điện thoại mới hoàn toàn, rất đẹp và đầy đủ tính năng, tuyệt vời",,,,,Positive,,,,,,
"Đã nhận hàng, điện thoại đẹp, giao hàng nhanh, ship per nhiệt tình, tôi rất hài lòng sản phẩm",,,,,Positive,,,,Positive,,
Sản phẩm đúng như mô tả hàng chính hãng giao hàng nhanh săn sale rẻ hơn giá thị trường,,,,,,,Positive,,,,
"Đúng với mô tả: Điện thoại đúng như mẫu 
Tính năng nổi bật: Pin mạnh 
Chất lượng sản phẩm: Đang sử dụng tốt",Positive,,,,,,,,,,
"Hàng không như hình, điện thoại kh đúng như hình, dung lượng có 10gb mà trên hình có hơn 1trăm gb, không nên mua, liêu ý không nên mua",,,,,,,,,,Negative,
Nhóm màu: Màu xanh ngoại hình máy khá đẹp. Pin thì hơi cùi nha. Giao hàng nhanh,Negative,,,,Positive,,,,Positive,,
Sản phẩm này dùng tạm ổn. Chính sách đổi trả của cửa hàng nghe nói cũng bình thường.,,,,,,,,Neutral,,,
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Antutu mà 
Đúng với mô tả: Tốt
Hàng đúng tốt cửa hàng uy tín",,,,,,,,,,Positive,
"Về hiệu năng, tôi sẽ có đánh giá sau.",,,Neutral,,,,,,,,
"Điện thoại dùng tốt, với giá thành như vậy thì khá chất lượng đối với mình, nói chung là rất ok nha, uy tín nhé",,,,,,,Positive,,,,
Màn hinh sử dụng hơi bị chớp tắt,,,,Negative,,,,,,,
"Giao hàng chậm mùa cao điểm, camera thiếu chống rung tay. Dịch vụ khách hàng giải quyết chậm, pin hao khi cập nhật.",Negative,Negative,,,,,,Negative,Negative,,
"Bực bội khó chịu tức anh ách cứ sử dụng là muốn đập máy, giận không thể tả nổi,",,,,,,,,,,Negative,
Phiên bản: Mỹ 2 sim 128gb camera trầy xước nhiều. Chụp ảnh xấu không sắc nét. Tặng tai nghe chân không cắm vào máy tye c được,,Negative,,,,,,,,,
Quy trình bảo hành theo chính sách của hãng,,,,,,,,Neutral,,,
"Phụ kiện giả tặng phụ kiện thật là quảng cáo sai cáp/tai nghe dỏm, nhanh hỏng,",,,,,,,,,,Negative,
"Đúng với mô tả: Samsung galaxy A26 5G 8 GB / 128 GB chính hãng Samsung màu đen opal. Giao hàng nhanh chóng, đóng gói đẹp chắc chắn. Săn được mã giảm giá của vận chuyển và mã giảm giá của Shopees nên được giá cực tốt. Đơn vị vận chuyển rất nhiệt tình thân thiện. Mua cửa hàng Mall nên hoàn toàn yên tâm, sẽ ủng hộ cửa hàng lần sau",,,,,,Positive,Positive,,Positive,,
"Nhóm màu: Đen hàng ổn nha mọi người ơi, mới đầu do 1 số vấn đề nên là hàng không kịp về nhưng mà cửa hàng giải quyết đến cùng, mình cứ nghĩ là cửa hàng lừa. Hơn 10 ngày chưa thấy máy nhưng mà do 1 số vấn đề của bên vận chuyển, cửa hàng đáng tin hàng nên mua nha mọi người",,,,,,,,Positive,Negative,,
"Nhóm màu: Đen 
Dung lượng lưu trữ: 6gb+128gb giao hàng nhanh chóng và an toàn,",,,,,,,,,Positive,,
"Khá tốt, kh bật được chế độ khoá cảm ứng",,,,,,,,,,Positive,
Camera thiếu filter tự nhiên. Pin hao dữ nghe podcast 2 tiếng. Đóng gói không có túi nilon chống ẩm.,Negative,Negative,,,,Negative,,,,,
Hài lòng về chất lượng sản phẩm và nhân viên giao hàng tận tình 🌟🌟🌟🌟🌟🌟🌟🌟👍,,,,,,,,,Positive,,
"Màu sắc: Đen giá cả: Rất phải chăng, độ bền: Kết cấu chắc chắn, 
Thời lượng pin: Pin sử dụng được nhiều ngày, bắt sóng không ổn định",Positive,,,,,,Positive,,,,
"Điện thoại đẹp, được cái mau hết pin thôi.",Negative,,,,Positive,,,,,,
Hiệu năng chậm kết nối bluetooth. Đóng gói thiếu dây buộc lỏng lẻo. Chăm sóc khách hàng chat bị lag không đọc tin.,,,,,,Negative,,Negative,,,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb chất lượng camera ấn tượng!, màu sắc tuyệt đẹp, khó lựa chọn!,",,Positive,,,Positive,,,,,,
"Ngoại hình kém, sơn bong 'premium' nhưng dỏm camera & pin đều yếu,",Negative,Negative,,,Negative,,,,,,
Màu máy: Màu đen sản phẩm: Samsung a10 3/32gb máy tốt lắm cửa hàng nhận máy về sài 10ngày nay đánh giá cho cửa hàng nè. Máy mới chuẩn chính hãng sử dụng rất êm. Xem fim nghe nhạc chuẩn. Nói chung ổn giá cũng tốt. Cửa hàng có sạc cáp ốp lưng tốt nha sẽ ủng hộ cửa hàng nè..... Tặng cửa hàng 5 sao,,,Positive,,,,,,,Positive,
"“Sản phẩm chất lượng, giao hàng nhanh, đóng gói cẩn thận. Rất hài lòng, sẽ ủng hộ tiếp!”",,,,,,Positive,,,Positive,Positive,
"Tổng thể điện thoại là tuyệt vời. Các tùy chọn máy ảnh và chi tiết nổi bật, thời lượng pin tuyệt vời kéo dài 24 giờ. Trung bình, trong 8_giờ sử dụng liên tục khi bạn về nhà sau một ngày dài làm việc, chỉ cần một lần sạc là đủ.",Positive,Positive,,,,,,,,,
Đúng như mô tả. Phụ kiện đầy đủ. Săn được giá rẻ. Chưa biết chất lượng.,,,,,,,Positive,,,,
Thời hạn bảo hành chính hãng được ghi trong phiếu là 12 tháng.,,,,,,,,Neutral,,,
"Sản phẩm sai miêu tả nhắn tin nói để nhầm hình ảnh, mô tả sản phẩm để 256g nhưng giao 128g hên kiểm thấy, giải quyết như không thiện chí",,,,,,,,Negative,,,
"Lúc đầu sài được, lúc sau mấy. Bữa lag, đơ,nhảy màn hình, phím luôn mà",,,Negative,Negative,,,,,,,
"Sản phẩm như cứt, làm ăn bát ngáo",,,,,,,,,,Negative,
"Nhóm màu: Xanh cửa hàng chuẩn bị hàng nhanh, uy tín, hỗ trợ nhiệt tình, tốt lắm ạaaa",,,,,,Positive,,Positive,,,
". Sở dĩ người ta đau khổ là do đeo đuổi những thứ sai lầm. 2. Nếu bạn không muốn rước phiền não vào mình, thì người khác cũng không cách nào gây phiền não cho bạn. Tất cả do nội tâm bạn. Chỉ do bạn không chịu buông xuống. 3. Bạn hãy luôn cảm ơn những ai tạo ra nghịch cảnh cho bạn. 4. Bạn phải luôn mở lòng khoan dung, lượng thứ cho người khác, cho dù họ xấu bao nhiêu, thậm chí họ đã làm tổn thương bạn. Bạn phải buông bỏ để có được niềm vui đích thực.",,,,,,,,,,,Neutral
"Máy trầy ở chân sạc, xước tí màn như kiểu máy đóng lại :( active rồi với đang cần nên không trả lại",,,,Negative,,,,,,,
"Tính năng nổi bật: Nghe gọi, giải trí, học tập 
Đúng với mô tả: Sản phẩm đúng mô tả 
Chất lượng sản phẩm: Tuyệt vời sản phẩm chính hãng, giá cả hợp lý, con gái rất ưng ý, mong rằng sẽ sử dụng tốt",,,,,,,Positive,,,,
"Pin sử dụng không được 5 tiếng, rất thất vọng. Máy thỉnh thoảng tự khởi động lại. Đóng gói không kèm hoá đơn.",Negative,,,,,Negative,,,,,
"Chất lượng sản phẩm: Tốt
Máy đúng mô tả giá tốt tốt",,,,,,,Positive,,,Positive,
"Điện thoại tầm trung, khá ổn rồi.",,,,,,,,,,Positive,
Mua lại lần 2 sử dụng tốt lắm mọi người,,,,,,,,,,Positive,
Đã nhận đủ số lượng hàng. Hàng chất lượng tốt. Giao hàng nhanh.,,,,,,,,,Positive,Positive,
Shipping không giao đúng lịch hẹn. Trễ hẹn. Vận chuyển kém. Đã hẹn ngày x giao mà tận ngày x+2 mới nhận được. Hiệu năng ổn,,,Positive,,,,,,Negative,,
Sản phẩm: Sản phẩm giả mạo đặt vivo y11 gửi y66 con mẹ mày,,,,,,,,,,Negative,
Hàng không nguyên seal. Ra fpt nhận thì đã được bóc seal từ trước. Hộp thì bẩn. Miếng dán màn hình thì xước tè le mà nhân viên vẫn cam kết là máy mới. Này chắc máy đem trưng bày cho cả chục ng sờ vào rồi nên miếng dán mới xước được như vậy. Mang tiếng cửa hàng to hệ thống lớn mà không = mấy cửa hàng nhỏ lẻ nữa.,,,,Negative,,Negative,,Negative,,,
Nhận hàng ok. Mình đang trải nghiệm oy đánh giá sau. Nghe cũng khá ok,,,,,,,,,,Positive,
"Thiếu tính năng quảng cáo, nhiều thứ bị disable. Khác với mô tả full tính năng. Tính năng e-sim/vòng đời sim không hoạt động. Hiệu năng bình thường nhưng pin và ship đều kém",Negative,,Neutral,,,,,,Negative,,
Sản phẩm đóng gói cẩn thận đúng hàng chính hãng nhưng không có đơn vị nhập khẩu không biết bảo hành sao,,,,,,Positive,,Negative,,,
"Hàng nhận được khá ok, như mô tả phù hợp với giá tiền, dùng lâu xem có bền không",,,,,,,Positive,,,,
"Tình trạng: 82% 
Nhóm màu: Vàng mở nguồn không lên",,,,,,,,,,Negative,
"Máy chạy mượt, sạc siêu nhanh. Màn hình đẹp, camera ổn trong tầm giá. Giao hàng nhanh, đóng gói kỹ. Rất hài lòng với sản phẩm!",Positive,Positive,Positive,Positive,,Positive,,,Positive,,
Nhìn thì mới nhưng là đồ cũ. Xài hồi tuột pin. Nản,Negative,,,,,,,,,,
"Sử dụng biểu tượng chỉnh sửa để ghim, thêm hoặc xóa đoạn. Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ. Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây. Nhấn vào một đoạn để dán vào hộp văn bản.",,,,,,,,,,,Neutral
Sản phẩm hỏng hóc đểu cả máy móc vớ va vớ vẩn cộng thêm không bật được wi-fi khiến cho cái máy càng ngày càng vớ vẩn và không thể sử dụng được mong cửa hàng có thể bị sập và không bao giờ có thể tái thiết được cửa hàng bán đầu dê treo thịt chó làm ăn vớ va vớ vẩn không được một cái tích sự gì trả lời hỗ trợ khách hàng thì nôn nao nhắn tin không trả lời nói chung là vừa chảnh hàng còn đểu tôi có tiền không bao giờ mua hàng như vậy nữa quá vớ vẩn nhắn tin không bao giờ trả lời nhanh được hàng gì về bảo làm sao bảo gửi ảnh gửi video không trả lời nói chung là cho một sao,,,,,,,,Negative,,,
Hiệu năng giật khi cập nhật os pin hao pin gps chăm sóc khách hàng copy câu trả lời,Negative,,Negative,,,,,Negative,,,
"Đúng với mô tả: Không đúng 
Chất lượng sản phẩm: Kém sản phẩm: Sản phẩm chất lượng kém",,,,,,,,,,Negative,
Điện thoại sử dụng còn gần 50% pin nhưng vẫn bị sập nguồn liên tục bảo đổi cho cái khác thì lấy lý do này lý do nọ cố ý không muốn đổi cho khách hàng,Negative,,,,,,,Negative,,,
"Phiên bản: Tiếng việt + ch play máy nghe gọi to, rõ, lướt mượt, vào mạng wifi 4g nhanh, thời lương pin cũng lâu, cửa hàng đóng gói cẩn thận, tư vấn nhiệt tình, mình đang trải nghiệm và rất thích sản phẩm của cửa hàng, mình cũng hài lòng về cách phục vụ của cửa hàng và 5 sao dành cho cửa hàng ạ",Positive,,,,,Positive,,Positive,,Positive,
"Mua hàng của cửa hàng này không được chính sách 1 đổi 1 nhé mọi ng. Máy mình mua sử dụng chưa được 1 tháng thì phát hiện ra có lỗi vạch trắng trên giao diện thay hình nền, ảnh và các giao diện khác không bị. Bảo hành của cửa hàng này chỉ có 4 cửa hàng ở ng khang, thái hà, xã đàn, giải phóng. Mình chọn đến sdcare là shopdunk để bảo hành thì họ bảo phải gửi vào trung tâm bảo hành ở hcm mất 20-25 ngày để kiểm tra và fix lỗi. Nchung là có bảo hành như không, cá nhân mình cảm nhận vậy. Tiền bỏ ra thì 1 đống, nhưng chính sách bảo vệ quyền lợi không tương xứng với số tiền khi chẳng may có sự cố thì thật là qá chán, không được điểm gì.",,,,Negative,,,Negative,Negative,,,
"Điện thoại px5 mình mua về làm máy chính, sử dụng thấy rất tốt, nhanh mượt, chụp hình đẹp, cửa hàng đóng gói gửi dán sẵng màn hình cường lực và ốp, rất xứng đáng với số tiền bỏ ra. Cửa hàng uy tín nói sao bán vậy, hàng chất lượng, sẽ còn tiếp tục ủng hộ cửa hàng nếu có nhu cầu. Đây là lần đầu tiên mình mua điện thoại đã qua sử dụng trên shopee thực tế rất hài lòng. Chúc cửa hàng đắt hàng với uy tín sẵng có.",,Positive,Positive,,,Positive,,,,,
Máy quốc tế xịn hộp full box nguyên seal bóc đã giao hàng hơi chậm xíu có dặn cửa hàng ship hỏa tóc nhưng cửa hàng không ship hỏa tốc máy có đầy đủ sạc cáp ốp lưng,,,,,,,,,Negative,,
"Đóng hàng thô gây hỏng linh kiện, hiệu năng nóng 25 phút. Camera đêm thiếu sắc, giao chậm không bù.",,Negative,,,,Negative,,,Negative,,
"Camera selfie rất tệ. Da bị làm mịn quá mức. Làm đẹp ảo, mất chi tiết. Chụp selfie như bôi kem, không thấy rõ chi tiết da, pin dùng được nhưng hiệu năng không được mượt",Positive,Negative,Negative,,,,,,,,
"Đúng với mô tả: Đúng, đẹp nha 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Đẹp, sang giao hàng rất nhanh luôn, vì mua bên fpt ngta sẽ giao chi nhánh gần nhất cho mình, mua qua sàn nên rẻ hơn ngoài ch 1tr, nhân viên giao nhiệt tình, điện thoại đẹp, sang, được tặng ốp, củ sạc và dây sạc, được xé bọc bao bì bên ngoài, dung lượng cao và rất mượt, mua tặng mẹ rất thích, mọi người nên thử trải nghiệm 🥰",,,Positive,,Positive,,Positive,,Positive,,
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém",,,,,,,,,,Negative,
"Màu sắc: Đen 
Phân loại: Nguyên seal đợi 7 ngày trải nghiệm sẽ quay lại đánh giá thêm. Giao hàng nhanh",,,,,,,,,Positive,,
"Khả năng lưu trữ: 32gb 
Nhóm màu: Nhiều màu hơi sốc khi nhận ra sản phẩm là samsung on7 prime chứ nó phải là samsung j7 prime",,,,,,Negative,,,,,
"Pin yếu, dùng nửa ngày đã cần sạc. Khác với mô tả về thời lượng pin. Tính năng sạc nhanh gần như vô dụng. Máy nóng khi chơi game, hiệu năng giảm, chăm sóc khách hàng không giải quyết",Negative,,Negative,,,,,Negative,,,
Nhóm màu: Màu đen máy đẹp công nhận cửa hàng bán hàng có tâm máy dễ sài sử dụng cám ơn cửa hàng nhiều,,,,,,,,,,Positive,
"Cửa hàng hỗ trợ nhiệt tình, còn trải nghiệm sẽ đáng giá sau",,,,,,,,Positive,,,
"Nhóm màu: Đen thương hiệu đáng tin cậy và đáng tin cậy,",,,,,,,,,,Positive,
"Máy dùng mượt, camera sáng, nét, loa khá to, màn hình 1,5k siêu nét, độ sáng màn hình cũng cao đấy. Máy có chút trục trặc nhưng cửa hàng giải quyết đổi rất nhanh và hợp lý nói chung là cửa hàng uy tín!",,Positive,Positive,Positive,,,,Positive,,,
Đóng gói sản phẩm bao gồm hộp và các phụ kiện đi kèm thông thường.,,,,,,Neutral,,,,,
Đã nhận được hàng. Đóng hàng kĩ càng.,,,,,,Positive,,,,,
Mua a3s cửa hàng giao f5,,,,,,Negative,,,,,
"Lần đầu tiên mua sản phẩm của cửa hàng, mình khá ưng ý khi nhận sản phẩm. Cửa hàng bọc kĩ sản phẩm.",,,,,,Positive,,,,,
"Nhóm màu: Đen hàng đẹp, lướt nhanh, vào mạng nhanh 📸 
Chất lượng camera: Tốt lắm ạ",,Positive,Positive,,Positive,,,,,,
Camera quay video bị giật hình. Chất liệu máy làm bằng nhựa rẻ tiền. Màn hình bị lóa dưới ánh nắng. Hiệu năng không đáp ứng được nhu cầu edit ảnh. Chăm sóc khách hàng nói chuyện thiếu chuyên nghiệp. Đơn hàng bị hủy mà không có lý do,,Negative,Negative,Negative,Negative,,,Negative,,,
"Sản phẩm giao nhanh, đúng như mô tả. Hộp nguyên seal, chất lượng thì phải về mở lên kiểm tra mới biết được",,,,,,Positive,,,Positive,Neutral,
"Phiên bản 8/256, ngoại hình 90%, màn hình xướt nhẹ, đã dán sẵn miếng dán ppf, mặt lưng và camera xướt nhiều, pin không trâu lắm, loa hay như loa bluetooth, cổng sạc đôi khi không ăn điện, săn sale được giá 4tr",Negative,Negative,,Negative,,,Neutral,,,,
Cửa hàng giao hàng nhanh Đúng mô tả Điện thoại tốt cửa hàng đóng gói kỹ Sẽ ủng hộ cửa hàng lâu dài Mọi người nên mua,,,,,,Positive,,,Positive,,
"Phụ kiện tặng dỏm listing hứa tặng tai nghe rè, cáp kèm chất lượng thấp,",,,,,,,,,,Negative,
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Ổn gói hàng kỹ, giao hàng nhanh, hỗ trợ khách hàng tốt. Cửa hàng có group hỗ trợ trên Facebook",,,,,,Positive,,Positive,Positive,,
"Với giá này thì sản phẩm rất tốt, màn hình đẹp, to, rõ",,,,Positive,,,,,,,
Đóng hàng hộp cũ mùi lạ camera thiếu filter camera rung lắc shipping muộn giờ,,Negative,,,,Negative,,,Negative,,
"Máy mới còn nguyên seal. Cửa hàng đóng gói cẩn thận, tư vấn nhiệt tình. Sẽ còn ủng hộ cửa hàng nếu có nhu cầu.",,,,,,Positive,,Positive,,,
"Phiên bản: Hàn quốc 1 sim 256gb máy đẹp lắm, cám ơn cửa hàng nhiều nha !",,,,,Positive,,,,,,
"Đã nhận được hàng giao hàng nhanh giá rẻ hơn cửa hàng cửa hàng hỗ trợ nhiệt tình đã nhận hàng lâu mua dùm người thân nên vừa mua về đã đưa không có hình ảnh, hình ảnh mang tính nhận xu đã sử dụng 1 thời gian chưa thấy vấn đề gì",,,,,,,Positive,Positive,Positive,,
"Ship chửi khách, giao hàng sai địa chỉ với yêu cầu, cãi nhau tay đôi với khách,đề nghị ngưng hợp tác vĩnh viễn với tài xế",,,,,,,,,Negative,,
"Màn hình 120Hz nên lướt mượt nha (clip mình quay ở trên dùng 1 tay nên lướt hơi vấp kkk). Mình chiến liên quân với pubg mobile thì thấy ổn, để đồ hoạ vừa phải chơi phà phà nha mấy ní. Theo mình thì nó RẤT LÀ NGON ở cái mức giá dưới 3triệu (mình mua sale còn 2tr445, quá đã), mua làm máy chính vẫn okela nha. (Đây là cảm nhận của mình khi dùng máy, không PR đâu nhé)",,,,Positive,,,Positive,,,,
"Đúng với mô tả: Thông tin sai sự thật 
Tính năng nổi bật: Không có nfc* 
Chất lượng sản phẩm: Không tốt, không dám công khai chất lượng với thông tin thật của sảm phẩm. Máy không có nfc, nâng rom ảo... T tẩy chay tụi m.",,,,,,,,,,Negative,
"Điện thoại như mới, màn không bị ám. Rất đáng tiền",,,,Positive,Positive,,Positive,,,,
"Nhóm màu: Đen thời lượng pin lâu dài, dung lượng lưu trữ rộng rãi 128gb, hai khe cắm sim cho tiện lợi,",Positive,,,,,,,,,,
"Chất lượng sản phẩm: Bình thường 
Tính năng nổi bật: Không 
Đúng với mô tả: Đúng sử dụng cũng tạm",,,,,,,,,,Neutral,
"Đồ đã sử dụng, chân sạc thì gãy, bán hàng không nêu rõ sản phẩm mới hay đã sử dụng, màu cũng không đúng màu đã chọn. Cửa hàng này quá tệ nếu không muốn nói là lừa đảo.",,,,,,,,,,Negative,
