sentence,aspect,sentiment
"Tào lao bịa đặt trắng trợn chụp hình ban đêm đen thui như mực, có cũng như không,",Camera,negative
"kém không yếu shipping phí cắt cổ. hiệu năng lag khủng khiếp.,",Shipping,negative
"Hiệu năng lag giật sau vài tuần. Không đúng, máy nóng bất thường. Hiệu năng kém, dễ quá nhiệt. Máy nóng ran khi sử dụng, chơi game nhẹ cũng lag, pin tụt nhanh chóng mặt. Chăm sóc khách hàng đổ lỗi cho người sử dụng",Shop_Service,negative
"Nhóm màu: starlight 
Dung lượng lưu trữ: 128gb cảm ơn cửa hàng nhé. Đóng gói chống sốc 3 lớp liền có quăng chắc cũng không sao đâu, có tem niêm phong đơn hàng nên yên tâm. Hàng đẹp lắm, giao về tỉnh lẻ mà cũng khá nhanh nhé. An tâm, hàng đẹp giá tốt.",Shipping,positive
"Dùng mới được 3 hôm thì màn hỏng , chán ghê hàng kém chất lượng.",Display,negative
"Máy nguyên seal chính hãng , hộp hơi móp",Packaging,negative
"Tính năng nổi bật: không nổi bật 
Đúng với mô tả: không đúng như mô tả 
Chất lượng sản phẩm: kém sản phẩm: sản phẩm không như mô tả không như mong đợi",General,neutral
"Điện thoại rất đẹp,giao hàng nhanh,sử dụng tốt.sẽ mua thêm 1 cái nửa",Design,positive
"Pin thì yếu chơi game 1 xíu đã muốn hết sạc pin, sạc thì lâu nói có sạc nhanh nhưng sạch mãi không lên 80% pin , nói chung quá tệ , 1 sao cho cửa hàng",Battery,negative
"Tính năng nổi bật: màn to, 144hz 
Đúng với mô tả: chuẩn 
Chất lượng sản phẩm: tốt
Lúc đầu cửa hàng gửi nhầm bản 6/128 nhưng qua trao đổi cửa hàng giải quyết nhanh gọn lẹ. máy thì rất mới. màn tuy ips nhưng cũng rất đẹp. tiếc là rung không được mạnh lắm còn lại hoàn hảo. cảm ơn cửa hàng",Design,positive
Lắp được có 1 sim chứ không như đã quảng cáo là 2 sim,General,negative
máy lỗi nút tăng giảm âm lượng và nút nguồn nhắn cửa hàng đọc không trả lời,Shop_Service,negative
"Nhóm màu: vàng 
Dung lượng lưu trữ: 128gb máy siêu đẹp ạ, lazada gói hàng kĩ càng, giao nhận nhanh chóng. màu máy đẹp, còn nguyên seal. mọi người nên mua ạ",Packaging,positive
"Máy đẹp, mới tinh luôn. Chất lượng quá tốt. Với cấu hình và giá thị trường thì cửa hàng bán giá quá hợp lý . Hàng chuẩn nguyên zin , chụp hình đẹp, chơi game hơi bị ngon, máy y như hình mình chụp. Đây là sản phẩm mình ưng ý nhất từ trước đến giờ khi mua online. Sẽ ủng hộ cửa hàng đơn hàng tiếp theo",Camera,positive
"Kém chất lượng sai kém chăm sóc kh vô dụng. Đóng gói hỏng hóc.,",Shop_Service,negative
Thiết kế sản phẩm không có gì khác biệt so với hình ảnh quảng cáo.,Design,neutral
Chất lượng sản phẩm tuyệt vời quá lần sau sẽ ủng hộ tiếp ạ cửa hàng nhiệt tình giao hàng nhanh,Shipping,positive
Hàng chất lượng cực kỳ kém. Nhận hàng về bỏ sim vào có sóng. Nhưng gọi đi hoặc gọi đến đều không được. Tưởng là bị sim nên đi làm sim mới thì vẫn vậy. Lấy sim đó bỏ qua mấy khác thì bình thường. Mình thì bận quá để máy đó hoài nhưng vẫn báo cửa hàng là cho huỷ để hoàn lại. Giờ lỡ để lâu hoàn không được thì báo cửa hàng bảo hành thì cửa hàng xà quần không muốn bảo hành. chăm sóc khách hàng cực kì kém cỏi. Anh em cẩn thận khi mua hàng cửa hàng này nha,Shop_Service,negative
"Cửa hàng gói hàng cẩn thận, chuẩn bị nhanh. Điện thoại sử dụng khá tốt.🐧✨",Packaging,positive
sản phẩm quá đẹp số với tầm giá.... màn hình đẹp....,Display,positive
"Vết keo lem nhem lừa đảo khách hàng không có chức năng chống rung. Quay video run lắc kinh khủng, xem mà buồn nôn.,",Camera,negative
Camera macro không chụp được. Màn hình bị ám màu. Hiệu năng chơi game rất lag và nóng máy. Chăm sóc khách hàng chỉ gửi thông báo chung chung. Đơn hàng bị lỡ do chậm trễ,Performance,negative
hệ điều hành cập nhật sao vậy?,General,neutral
"Sản phẩm chất lượng tốt, giá cả phù hợp, giao hàng bhanh, đóng gói cẩn thận, cửa hàng uy tín, sẽ ủng hộ lần sau",Price,positive
Thời gian giao hàng chậm hơn 1 tuần. Đơn hàng bị thất lạc. Dịch vụ chăm sóc khách hàng kém. Đợi hàng quá lâu. Chăm sóc khách hàng trả lời như robot,Shop_Service,negative
Color family: random color sản phẩm: mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại cảm ứng sử dụng tốt thì còn hơn gì được nữa,Price,positive
Hài lòng với điện thoại sale 11/11.,General,positive
"Nhóm màu: màu bạc đặt màu bạc nhưng giao màu đen, chưa sử dụng thử nên cần thời gian để trải nghiệm",General,neutral
"Mình thường mua sản phẩm trên shopee. Khá hài lòng về thời gian đóng gói của cửa hàng và thời gian giao hàng của đơn vị vận chuyển. Dòng nubia thì cũng có tìm hiểu kỹ từ các video review trên ytube cho nên mình chọn con này. Đã test thử từ game, nghe nhạc, độ mượt của màn 120hz quá tốt, giá cả lại quá hợp túi tiền. Rất tiếc là cửa hàng không có các dòng nubia z nhưng mà vẫn tốt. Sản phẩm này ổn trong tầm giá. Sẽ ủng hộ nếu cửa hàng có các dòng mạnh hơn. Chúc cửa hàng mua may bán đắt nhé.",Display,positive
"Màu sắc: đen 
Phân loại: nguyên seal +sạc 18w mua cho ba xem youtube, màn hình ổn, pin trâu, sạc nhanh....với tầm giá này không đòi hỏi gì thêm....",Display,positive
shiper giao hàng muộn,Shipping,negative
"Tạm được, pin tụt hơi nhanh nhưng rẻ nên cũng không đòi hỏi nhiều hơn được",Price,positive
"Nhóm màu: đen 🔋 
Thời lượng pin: tốt 📸 
Chất lượng camera: tốt ⚡ 
Hiệu suất: tốt máy chính hãng, mua đợt sale rẻ quá chất lượng.",Camera,positive
hiệu năng giật khi dùng đa nhiệm shipping chậm không bồi thường chăm sóc khách hàng từ chối trách nhiệm,Shop_Service,negative
"Camera trước có độ phân giải đúng như nhà sản xuất công bố, chất lượng ảnh thực tế mình sẽ đánh giá sau.",Camera,neutral
"Máy tốt, tuy nhiên sử dụng được 16 ngày thì màn hỏng, hết bảo hành thì mình chấp nhận, cách giải quyết của cửa hàng cũng hơp lý, tuy nhiên cửa hàng nên lưu ý khi giao máy cho khách hoặc dưới mô tả điện thoại.",General,positive
Camera chụp được ảnh với đầy đủ chi tiết trong điều kiện ánh sáng bình thường.,Camera,neutral
"cmn ,lag thấy con mẹ luôn . lướt tik tok cũng không được luôn . đợi 8 tháng nó mới vô",Others,neutral
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: đúng 
Đúng với mô tả: đúng sản phẩm rất ngon với tầm giá này rất hài lòng. Cửa hàng bán hàng rất chất lượng và đúng như những gì mô tả ❤",Price,positive
Đặt vivo y11 gửi y66 con mẹ mày,General,negative
Điện thoại đẹp mẫu mã như hình giao hàng nhanh loa to chữ to màn hình to ổn áp có điều pin không trâu,Shipping,positive
Máy được thiết kế đơn giản hiệu quả. Có điểm nhấn riêng.,Design,positive
"Pin hao khi chơi game, máy nóng nhanh. Camera màu lệch, hỗ trợ khách hàng bot máy móc.",Battery,negative
"Thiết kế của sản phẩm không có nhiều thay đổi so với phiên bản trước, cảm giác cầm nắm bình thường.",Price,neutral
"Phân vân không biết nên mua không? vào xem đánh giá của mọi người thấy có niềm tin nên đặt về 1 cái. Nhận hàng quá ưng ý, giao hàng nhanh. Hàng ở tphcm giao về tỉnh chỉ 1 ngày là nhận được. Gói hàng cẩn thận chóng va đập. Chất lượng lắm nha. Ai còn đang phân vân mua cho ba mẹ hay con em thì mua ngay đi nhé.",Shipping,positive
"Đúng với mô tả: đúng 
Tính năng nổi bật: loa hay 
Chất lượng sản phẩm: 100đ máy rất đẹp nhé không có gì bất thường sử dụng mượt loa hay pin sạc nhanh nhé ngoại hình đẹp các bạn nên tham khảo mua nhé 10đ chăm sóc khách hàng có kèm sạc 10w",Shop_Service,positive
"Color: đen-xl hiện đại và thời trang, vừa vặn thoải mái và rộng rãi, hiện đại và thời trang,",Others,neutral
"Tính năng nổi bật: chơi game tốt 
Chất lượng sản phẩm: hiện tại tốt nha 
Đúng với mô tả: đúng cửa hàng tặng kính ốp cường lực nhưng vẫn bị bể một chút do bên vận chuyển mặc dù chống sốc rất nhiều",Packaging,positive
Màu máy: màu đen sản phẩm: samsung a70 6/128gb cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè,Packaging,positive
Hình ảnh và video mang tính chất nhận xu. Đánh giá sản phẩm tốt,General,positive
"Chất lượng sản phẩm: tệ 
Đúng với mô tả: không 
Tính năng nổi bật: ram ảo quản lý ram kém, máy treo khi mở nhiều ứng dụng, shipper thất hẹn giao hàng",Shipping,negative
"Nhóm màu: vàng chất lượng tốt như giới thiệu ,rất tin tưởng cửa hàng ,mua lần 4 ,cửa hàng không cho cái ốp lưng nhưng không sao ,5 sao gửi cửa hàng",General,positive
hộp bị rách đóng gói không cẩn thận.,Packaging,negative
Máy đẹp. Os khá ổn định. Cam ngon trong tầm tiền.,Design,positive
"rất tệ. quảng cáo sai sự thật. máy nóng bất thường. máy lag giật liên tục chỉ mở 2 app. pin tụt 50% chỉ sau 1h xem video. đóng hàng mỏng manh, hộp móp hết. ship cực kì lâu, ko đúng hẹn",Shipping,negative
"Màu sắc: màu ngẫu nhiên sản phẩm: quá tuyệt vời,cửa hàng bán hàng uy tín,chất lượng tốt, đáng nhận cửa hàng đạt 5 sao, mọi người yên tâm mua hàng bên cửa hàng này nhé",Others,neutral
"Chất lượng sản phẩm: tạm 
Tính năng nổi bật: được 
Đúng với mô tả: không đúng máy trày sâu máy sướt sâu như ảnh, máy camera sau sứớc long mèo nhiều, màn dán chống trầy nên không rõ nhưng quan sát thấy đẹp.tet máy bin còn 83%, áp nhảy chống nước yếu mình nghĩ không còn khả năng chống nước, mua trả góp cũng không yên, sợ anh linh, thề tôi nói láu ra đường xe t.",Camera,negative
"máy bán lại mất giá thảm hại đúng không có. mình sử dụng máy được 2 tháng, thấy quá chán nên muốn bán lại để đổi máy khác. đi hỏi các cửa hàng thì họ trả giá không bằng một nửa giá mình mua lúc đầu. máy vừa kén người sử dụng, vừa mất giá quá nhanh.",General,negative
"Nhóm màu: đen khe cắm sim kép tiện lợi, tuổi thọ pin lâu dài, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",Camera,positive
điện thoại oppo f11 pin hơi kém. nhắn cho cửa hàng cửa hàng cũng hồi đáp cho khách và đưa ra cách khắc phục tốt nhất cho 2 bên . giờ sau mong cửa hàng kiểm tra kỹ 1 chút trước khi bán cho khách ạ.,Shop_Service,negative
Gói hàng được giao bởi đơn vị vận chuyển được chỉ định. Hộp sản phẩm không có dấu hiệu bị mở.,Packaging,neutral
"Máy đẹp màn hình đẹp nhưng sạc hơi lâu, trải nghiệm màn cong quá muợt, tiếc sạc thấp quá. Cường lúc tặng kèm tốt! quá ngon trong tầm giá",Battery,negative
"Chất lượng sản phẩm: tốt
Ở hn đặt không để ý hàng ở tp hcm. 3 Ngày nhận được hàng, không chậm nhưng ai hn nên tìm cửa hàng hn đặt oke hơn. Hàng chuẩn, nhận hàng kiểm tra oke hết.",Shipping,positive
"Màu sắc: màu vàng gold 
Phiên bản: fullbox giờ nói gì ngoài 2 từ là không biết gì hết . Chỉ nhờ vào nhân viên tư vẩn của cửa hàng . Tư vân lưu lót nên mình tin cậy mà nhận máy thôi .",Shop_Service,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb sang trọng và thanh lịch, thời lượng pin lâu dài, thời lượng pin lâu dài,",Design,positive
"Camera chụp đêm nhiễu hạt nặng, pin hao khi sử dụng định vị. Giao hàng chậm 9 ngày, đóng gói yếu làm móp cạnh.",Camera,negative
"Về hình thức thì máy khá tốt, đã thay mặt lưng. Cam vẫn ổn. Mỗi tội vân tay không nhận ? nhưng thôi tầm 2tr thì vầy cũng rất tốt rồi",Price,positive
Máy giá rất rẻ lại còn pin trâu.,Price,positive
Phiên bản: ram 4/64gb hàng tốt đã khui để cài tiếng việt. Còn full. Giao hàng hơi lâu nhưng có là được. Zzzzzzzzzzzzzz,Shipping,neutral
Lần đầu mua và sử dụng gaming phone nên cảm thấy rất thú vị và chơi rất mượt phù hợp với giá,Price,positive
"điện thoại cũ, giá rẻ nên không tốt. mình đặt mua và nhận ngày 28/4/ 2023, đến nay 6 ngày. máy tự động tắt nguồn liên tục, mình có để test thêm vài ngày và đến hôm nay tự động tắt và không thể bật lại lên nữa. đã liên hệ với cửa hàng và chưa nhận phản hồi. khi nào cửa hàng phản hồi và hỗ trợ đổi máy thì sửa đánh giá này sau ! mọi người cân nhắc khi mua hàng !!!",Performance,negative
mới sử dụng 6 tháng pin còn 97%,Battery,neutral
"Nhóm màu: starlight 
Dung lượng lưu trữ: 128gb sạc không dây kèm thêm. Sẽ đánh giá khi dùng lâu hơn mới mua nên chưa dám chưa ra kết luận",General,neutral
"cửa hàng báo là oppo note 4z 5g , kiểm tra imei, sh thái độ khó chịu,tự ý hủy đơn của khách sau khi phản hồi , 1 sao không đáng",Shop_Service,negative
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tuổi thọ pin lâu dài, màn hình sống động, bóng bẩy và thanh lịch, thiết kế tuyệt đẹp,",Battery,positive
Nhóm màu: vàng máy samsung j7. huyền thoại. .. !! .. .. sử dụng tốt .. .. full chức năng .. . giải trí - nghe nhạc - biên tập video - hình ảnh - âm nhạc .. .. thế giới trong tầm tay .. .. !! .. con cảm ơn cửa hàng lazada - cảm ơn. mọi người. nhiều. mãi mãi. ạ . . . !!,General,positive
"lần đầu mua máy của cửa hàng, gửi hàng nhanh, phản hồi tin nhắn cũng nhanh, máy cũ mà như mới không vết xước , được up từ android 8 lên 9 bao mượt luôn, có test thử game cod noble với bubg khá tốt , pin thì hơi tụt nhanh một chút nhưng tầm giá như này là ổn rồi .",Shop_Service,positive
"Color: đen-2xl vẻ ngoài đơn giản và đẹp trai,",Others,neutral
"Nhóm màu: màu hồng loại: 1sim hàng hỏng xạc , pin trâu mà nhanh hết, liên lạc để yêu cầu đổi cái xạc khác mà không thấy hồi âm hay chủ động liên lạc với khách hàng , mình thấy không nên mua hàng qua hình ảnh như thế này,",Shop_Service,negative
"Màu sắc: bạc 
Phân loại: nguyên seal không sạc không chê được điểm nào đối với một sản phẩm có mức giá như thế này",Price,positive
"máy chắn chắn, phụ kiện đầy đủ. mới nhận nên chỉ cảm nhận được nhiêu đó",General,neutral
"Dung lượng lưu trữ: 8 + 256 gb điện thoại giao hàng nhanh mẫu mã đẹp hy vọng sản phẩm bền giá cả phải chăng cửa hàng trả lời nhiệt tình thiết kế mỏng nhẹ, hoàn hảo cho người sử dụng hiện đại,",Design,positive
"Màu ngẫu nhiên: tainghe máy chụp hình và quay phim rất rõ nét, mẫu mã thiết kế đẹp mắt, cầm tay vừa vặn. Lướt web chơi game nhanh, mượt . Nhìn chung mình rất hài lòng về sản phẩm của cửa hàng",Performance,positive
"Bán máy như thế này có ngày bị đập chết, hàng lỗi không xài được gì",General,negative
color: đen-2xl cảm ơn,Others,neutral
Mua về mới để ý không sử dụng được mạng khác ngoài viettel và vinaphone,General,negative
Nhóm màu: màu xanh da trời điện thoại này bền thôi rồi. Giá vừa rẻ nghệ gọi quảng quật vô tư.,Price,positive
"Săn sale được rẻ sử dụng ổn, nhưng dung lượng hơi nhỏ ai sử dụng nhiều thì không nên",Price,positive
Chất lượng sản phẩm cập nhật phần mềm chậm nhiều lỗi. Đúng với mô tả bản demo khác bản bán. Tính năng nổi bật tính ổn định phần mềm tệ. Review sau vài cập nhật máy vẫn còn lỗi app hay lag. Pin vẫn ổn nhưng hiệu năng nhiều khi treo. Đóng gói tốt nhưng vận chuyển lâu. Chăm sóc khách hàng mất thời gian không chịu trách nhiệm rõ ràng,Battery,positive
Màu máy: màu xanh sản phẩm: samsung a50s 4/64gb lần đầu tiên mua hàng trên của cửa hàng điện thoại sử dụng tốt lắm chuẩn lắm luôn nha cửa hàng bán cho mình đúng máy giá cũng phù hợp với giá tiền mình bỏ ra chuẩn lắm luôn nha cảm ơn cửa hàng nhiều lần sau mình sẽ giới thiệu mọi người ủng hộ cho cửa hàng giao hàng nhanh xíu nữa thì quá tốt luôn cảm ơn cửa hàng nhiều,Shipping,neutral
"Điện thoại màn hình đẹp,hơi xước tí, nhưng vẫn đẹp, giao nhanh,mua lần th2 vẫn tốt như lần đầu. Giá rẻ. Máy rất mượt.",Performance,positive
"Chăm sóc khách hàng không cho đổi trả. Chính sách cứng nhắc. Hỗ trợ sau bán hàng kém. Máy lỗi nhỏ nhưng không được đổi mới, chỉ được sửa chữa. Shipping nhanh nhưng đóng gói không cẩn thận",Shop_Service,negative
"Chất lượng sản phẩm: ổn 
Đúng với mô tả: đúng màn hình, đặc điểm",Display,positive
"Cửa hàng tư vấn nhanh, có hđ kèm hàng đầy đủ. Có điều mình não cá vàng ấn nhầm mật khẩu ra viettel store không được hỗ trợ nhiệt tình . Không mua bên cửa hàng drunk mà ra bên đó các b nhiệt tình dã man, còn không lấy phí chạy lại pm. Mọi người có thể tham khảo thêm nhé.",Shop_Service,positive
"Đồ điện tử mua hàng chính hãng cho yên tâm. Mưa gió bão bùng, nhân viên fpt vẫn đích thân giao nhanh chóng, nhiệt tình. Lại còn săn được flash sale nữa. 10 Điểm không có nhưng✌️",Shipping,positive
đóng hàng dùng băng dính cũ hiệu năng yếu với game nhẹ pin chỉ trụ 3h,Battery,negative
nếu tối nay test máy không sao thì sẽ đánh giá lại nha cửa hàng,General,neutral
"Chất lượng sản phẩm: khá tốt 
Tính năng nổi bật: snap 845 
Đúng với mô tả: đúng với mô tả máy và trải nghiệm khá tốt nhưng máy đã thay màn nên cảm ứng khá chậm với màn bị bầm nhẹ, chiến game vẫn khá ngon với cửa hàng hỗ trợ nhiệt tình nên cho 4sao",Display,negative
"Đóng gói sơ sài, hộp mỏng không có bọc khí. Máy bị xước nhẹ ở viền. Hiệu năng bị giới hạn sau khi cập nhật phần mềm.",Packaging,negative
Thời lượng pin theo thông số nhà sản xuất là 10 giờ.,Battery,neutral
"Đúng với mô tả: đúng mô tả 
Chất lượng sản phẩm: chất lượng sản phẩm quá kém 
Tính năng nổi bật: mua được sử dụng vài hôm đã bị đứt màn hình mua về được vài hôm bị hư màn hình kêu cửa hàng trả lại chốt không có hồi âm gì hết hàng kém chất lượng mua về phải đi thay hết tốn 500.000đ",Display,negative
"Phiên bản: hàn quốc 1 sim 
Dung lượng lưu trữ: 256gb máy sử dụng tốt, pin ổn nhưng trầy xước mặt sau hơi nhiều.",Battery,positive
"Nhựa rẻ tiền không đúng chất lượng camera nhòe, phần mềm lỗi. Ship hàng mất 3 tuần, khi tới thì hộp móp méo, máy bên trong trầy xước, chụp ảnh thì nhòe nhoẹt không rõ.",Design,negative
"Màn hình trong ,cảm ứng hơi cùi tí không nhạy như máy cao tiền. Loa hơi nhỏ,1 loa chống điếc thôi. Camera cũng tạm. Nói chung tiền nào của đó thôi. Pin trâu thiệt, đóng gói cẩn thận, phụ kiện đầy đủ.",Packaging,positive
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: chip mạnh, mượt sản phẩm giá rẻ. giao hàng nhanh, máy siêu mượt luôn, màu sắc cửa hàng giao cũng đúng nữa. pin ở mức ổn, máy 8/128 chứ không phải 8/256 như cửa hàng mô tả. chất lượng sản phẩm tốt",Battery,positive
Hiệu năng ì ạch. Máy hay giật lag khi sử dụng. Pin tụt nhanh. Máy nóng ran sử dụng gì cũng lag pin nhanh hết. Giao hàng quá lâu đóng gói như cho có. Chăm sóc khách hàng trả lời vòng vo,Shipping,negative
"ngoại hình: máy đẹp , màn hình thì hơi tối.",Display,negative
"Mình mua 21tr790 sau khi áp mã giảm và thanh toán bằng thẻ tín dụng nên được hoàn thêm 540k, tính ra chỉ mất có 21tr250k cho chiếc ss ultra s25 (cũng chả bít có hời không nhưng thấy rẻ hơn so với ra mua store) hãng trả lời tin nhắn rất nhanh, có điều chuẩn bị hàng hơi lâu, mình nhận máy thì đã active bảo hành được 2 ngày, khá sát so với bảo hành hãng đóng hàng cẩn thận, trải nghiệm mua đthoai online trộm vía suôn sẻ ^^",Shop_Service,positive
"Tính năng nổi bật: nóng ghê 
Đúng với mô tả: tốt chính xác không thiếu 1 món 
Chất lượng sản phẩm: tốt
Con nầy âm thanh khi xem phim thì phải nói là quá hay ưng em nó chổ đó.còn về chơi game tốt khá mược mà trong tầm giá dưới 5củ.chiến được :liên quân 120 fps full đồ hoạ trừ hd ra thì fps khi giao tranh không sợ bị lag hay tuột flo luôn ổn định 119-120-121 fps.pubg thì chỉ được 60fps mà thoi nhưng khá muợc mà 59-60 fps.và con nầy chơi game khá là nóng nóng còn hơn aiphone tầm 50c.",General,positive
"rất thất vọng. mô tả pin trâu là xạo. hiệu năng kém. pin tụt nhanh vcl. máy lag, đơ. ship ngoài dự kiến. camera chụp ngược sáng tệ",Shipping,negative
"Màu sắc: đen 
Phân loại: nguyên seal chất lượng",General,positive
Nhóm màu: màu đen không những giá thành rẻ mà hàng lại chất lượng bán uy tín sẽ ủng hộ lâu dài nhé,Price,positive
đã nhận được hàng. cửa hàng đóng gói sản phẩm cẩn thận. cửa hàng bán hàng uy tín lắm ạ. máy mới tầm 93% được cửa hàng hỗ trợ. sau này sẽ giới thiệu ủng hộ thêm cho cửa hàng,Packaging,positive
Cửa hàng làm ăn vớ vẫn giao cái điện thoại sụp nguồn liên tục có khi lại không mở nguồn được . Nhắn tin thì chẳng thấy trả lời chi cả .mọi người cân nhắc trước khi mua nhé,Shop_Service,negative
"Rẻ tiền lừa bịp pin yếu xìu, shipping muộn màng",Battery,negative
"Chất lượng sản phẩm: màn hình bị đốm sáng. 
Đúng với mô tả: lỗi hiển thị. 
Tính năng nổi bật: màn hình kém. Pin yếu, sạc chậm. Đóng hàng thiếu quà tặng. Chăm sóc khách hàng không hỗ trợ bảo hành",Battery,negative
"2Tr4 áp voucher sale thấy khá rẻ cho 1 con máy. Camera phơi sáng quay 4k khá đẹp. Chip mạnh nhưng ngồi trước quạt mới chơi được game không thì bỏng tay. Sóng viettel yếu. Wifi so với những con máy chính hãng khác thì khá chập chơn, nhảy như sóng alpha. Nhưng cũng sử dụng được. Pin nhanh hẹo lắm. Nói chung là sử dụng mượt hài lòng với 1 con máy giá rẻ như này. Sẽ để lại đánh giá sau trên kênh youtube: trò chơi thôi sau vài tháng sử dụng nếu bị hẹo.",Performance,positive
"hiệu năng hơi kém, dưới mức tạm được. màu sắc máy ngoài đời xấu hơn. pin sạc đầy rất lâu. chăm sóc khách hàng hứa hẹn rồi mất tăm. vận chuyển không có mã theo dõi",Shipping,negative
"Chất lượng sản phẩm: đúng mô tả 
Tính năng nổi bật: nhiều tính năng. Thích nhất vẫn là màn hình chất lượng và mượt mỗi tội bị hở keo nắp lưng nhưng cửa hàng cũng đã nhiệt tình hỗ trợ",Display,positive
"máy hơi lác giật, chậm",Performance,negative
"Sử dụng được mấy hôm thấy cũng ổn , không biết sử dụng lâu dài thì sao nữa , giao hàng đúng vào ngày bão lên hơi chậm xíu , nhưng mà nhân viên đọc ghi chú nhiệt tình",Shipping,negative
"Chất lượng sản phẩm: so với tầm tiền bỏ ra là tốt 
Đúng với mô tả: tốt 
Tính năng nổi bật: loa nghe hay",Price,positive
"Mua online, cũng sợ. Nhưng ổn. Trước khi ship hàng thì hãng đã kích hoạt bảo hành",Shop_Service,neutral
sản phẩm đẹp nhưng hư nút home,General,negative
Giá rẻ nhưng mang trong mình một ngoại hình của những chiếc điện thoại đắt tiền rất ưng lần sau sẽ ủng hộ cửa hàng tiếp,Price,positive
Máy bị treo đơ vài lần/ngày. Thiết kế nhìn dại hơn ảnh quảng cáo. Hiệu năng chậm hơn cả máy cũ. Đóng gói hộp móp méo. Shipper gọi không nghe máy,Shipping,negative
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt
Tốt giao hàng nhanh chong shipper than thien cửa hàng nhiệt tình se ung ho tiếp",Shipping,positive
chất lượng camera trước tệ. ảnh selfie sai màu. ảnh thiếu chi tiết. camera trước bệt màu và làm mịn quá lố. shipping delay gần 1 tuần,Camera,negative
"Nhóm màu: màu vàng gôn sản phẩm: samsung j7 prime 32g mua cho mẹ ở quê... khi nhận hàng xong cả nhà dành nhau vì điện thoại quá đẹp trên cả tuyệt vời. ⚡ 
Hiệu suất: tốt 🔋 
Thời lượng pin:cao 📸 
Chất lượng camera: rõ đẹp",Performance,positive
"Máy đẹp nhưng riêng máy của tôi hoàn thiện lỗi, lưng lắp hơi lệch, chăm sóc khách hàng thì siêu chán, trả preorder siêu chậm, hộp thì gói đúng 1 lớp rưỡi chống sốc ( may không hư hại ), nói chung làm ăn tắc trách, mong techno cải tổ nhân sự ở thị trường Việt Nam",Packaging,negative
"Hoàn thiện vỏ ọp ẹp, mép máy không khít. Hình quảng cáo khác thực tế. Chống nước gần như vô tác dụng. Máy sử dụng vài ngày phát ra tiếng lạ, gửi bảo hành mất tuần",Shop_Service,negative
"Màu sắc: xanh 
Phiên bản: bản locksim-hư sim sale 1 lít 2, màn tốt! máy antutu cũng gần 290k! ổn ! cầm chắc tay, nhẹ nữ sử dụng tốt! coi film học anh văn sử dụng app nhẹ dư sức vì pin khá trâu, cũng không tự hao nhanh! thật sự sử dụng nguyên ngày tới đêm! nhưng cũng có ám nhẹ, bị lưu ảnh của dao diện sử dụng trước đó! nói chung tuỳ mục đích sử dụng, không có sử dụng được sim, máy nhanh sử dụng nghe nhạc xem phim học tiếng anh ngon hơn mấy cái ghi âm ấy nhỉ",Battery,positive
Máy sài ngon lắm nha mọi người test game mấy ngày nay pin trâu sạc nhanh và nhon kk có gì chê đợi hãng về thêm neo 3 gt thì mua thêm cho thằng em sài nữa tuyệt vời,Battery,positive
"Màu sắc: xanh biển vật liệu bền và chắc chắn, thiết kế nhỏ gọn và di động, giao diện dễ sử dụng, phích cắm type c tiện lợi,",Design,positive
"Tính năng nổi bật: không 
Đúng với mô tả: m 
Chất lượng sản phẩm: m giao hàng nhanh . Với giá tiền đó sản phẩm tốt . Lan sau mua gi se ung ho cửa hàng",Price,positive
"Bình thường cũng  lười đánh giá lắm mà được cái điện thoại ngon ,hiệu suất chơi game coi phim ổn với tầm giá,cửa hàng tư vấn với đổi trả bảo hành nhiệt tình ,do chụp hình review thiếu sáng nên hình hơi xấu chứ ở ngoài máy nét lắm mọi người ơi,sẽ ủng hộ tiếp",Performance,positive
máy mạnh và rất mượt nhé nhạc rất là hay ủy tính nhiệt tình cho 5 sao,Performance,positive
Thiết kế sản phẩm có kiểu dáng tương tự các mẫu trước đó.,Design,neutral
Chăm sóc khách hàng trả lời chậm 4 ngày hiệu năng lag chuyển tab pin hao pin gọi video,Performance,negative
