data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
mua điện thoại được tặng thêm được cái ốp khá uy sờ tín cảm ơn cửa hàng,,,,,,,,,,Positive,
"Dung lượng lưu trữ: 12/512g 
Nhóm màu: mầu đen tính năng:đủ tính năng bảo mật: nhận diện khuôn mặt, vân tay, mật khẩu, thông số cấu hình như cửa hàng đăng, chất lượng:nguyên seal, đủ cáp sạc, que chọc sim, ốp lưng , dán màn hình( nilong), cảm nhận ban đầu mượt chất liệu:nguyên khối như thông số đăng",,,Positive,,,,,,,,
"Màu sắc: hồng đỏ: 
Dung lượng lưu trữ: 128gb máy đúng mô tả. Mỗi cái hay tự khởi động lại chất lượng camera tệ. Giao hàng thân thiện.",,Negative,,,,,,,Positive,,
Giá rẻ nên cũng không mong đợi mượt như điện thoại bây giờ.sử dụng được nhưng pin kém quá.nhanh hết pin,Negative,,Negative,,,,Positive,,,,
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb giá trị tuyệt vời cho số tiền bỏ ra, dung lượng lưu trữ cao",,,,,,,Positive,,,,
"Nhóm màu: đen khe cắm sim kép tiện lợi, dung lượng lưu trữ rộng rãi 128gb, dung lượng lưu trữ rộng rãi 128gb,",,,,,,,,,,Negative,
Mức giá của sản phẩm tương ứng với phân khúc tầm trung.,,,,,,,Neutral,,,,
"Tính năng nổi bật: máy dựng 
Chất lượng sản phẩm: tệ
Mua 2 con về sử dụng được thời gian tự động tắt nguồn . Hao nguồn liên tục. Trải nghiệm tệ",Negative,,,,,,,,,,
Thôi chấp nhận tiền nào của nấy,,,,,,,Neutral,,,,
"camera góc rộng bị méo và mờ ở rìa ảnh. pin tụt nhanh khi bật gps hoặc 4g. chăm sóc khách hàng chỉ trả lời theo kịch bản, ko giải quyết dứt điểm.",Negative,Negative,,,,,,Negative,,,
"Màu sắc: màu ngẫu nhiên sản phẩm: tốt,sản phẩm của cửa hàng đúng chất sáng xịn mịn, giá cả rất hợp túi tiền, nhận hàng thấy cửa hàng đóng gói rất cẩn thận và chu đáo luôn, mình rất hài lòng,mãi ủng hộ cửa hàng",,,,,,Positive,Positive,,,,
Camera trước over bright pin sạc chậm shipping mất 6 ngày,Negative,Negative,,,,,,,Negative,,
Camera tele/góc rộng vô dụng. Ảnh 2 camera phụ chất lượng kém. Độ bền kém. Chỉ sử dụng được camera chính. Mấy cái kia chụp ra ảnh như tranh vẽ. Chăm sóc khách hàng hỗ trợ như không,,Negative,,,,,,Negative,,,
"Camera lấy nét sai. Hay out nét. Lấy nét kém. Chụp ảnh tĩnh mà vẫn bị out nét, lấy nét rất khó. Chăm sóc khách hàng khó liên lạc. Đóng gói sơ sài",,Negative,,,,Negative,,Negative,,,
chơi con này ngon cực nha anh em đóng gói tốt sạc còn nhanh nữa :),,,,,,Positive,,,,,
sản phẩm đẹp nhưng hư nút home,,,,,Positive,,,,,Negative,
"Đúng với mô tả: tạm 
Chất lượng sản phẩm: tạm Máy có xước sát nhẹ",,,,,Negative,,,,,,
"Không đáng tiền màu sắc không giống hình không có. Giao hàng siêu lâu, màu máy bên ngoài khác hẳn ảnh cửa hàng đăng.",,,,,,,,,Negative,,
Hiệu năng xử lý được các tác vụ văn phòng thông thường.,,,Neutral,,,,,,,,
Màn hình có hiện tượng lưu ảnh. Thông số kích thước màn hình không đúng. Hiệu năng rất tệ lag cả khi vuốt màn hình. Đóng gói chỉ là hộp giấy mỏng. Giao hàng tới không đúng giờ đã hẹn,,,Negative,Negative,,Negative,,,Negative,,
Đơn vị vận chuyển thông báo sẽ giao hàng trong 3 ngày.,,,,,,,,,Neutral,,
"Chơi game rất giật lag quảng cáo nói quá hiệu năng kém. Đọc review thấy bảo máy chơi game ổn nên mới mua, ai ngờ chơi mấy game phổ biến mà phải để đồ hoạ thấp nhất vẫn giật. Máy nóng lên rất nhanh và hiệu năng sụt giảm hẳn. Không như quảng cáo.",,,Negative,,,,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb giá trị tuyệt vời cho số tiền bỏ ra, giá trị tuyệt vời cho số tiền bỏ ra, giá trị tuyệt vời cho số tiền bỏ ra,",,,,,,,Positive,,,,
Đơn vị vận chuyển thông báo thời gian giao hàng dự kiến,,,,,,,,,Neutral,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Hình ảnh mang tính minh hoạ. Điện thoại khá tốt so với giá này",,,,,,,Positive,,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: màn hình bị lỗi 
Chất lượng sản phẩm: kém",,,,Negative,,,,,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: máy mạnh 
Chất lượng sản phẩm: tốt
Không biết nói gì vì nò là s25 ultra mà. Ngoại trừ quả giao hàng muộn ra còn lại siêu đỉnh.",,,Positive,,,,,,Negative,,
"Hàng đóng gói tốt, sản phẩm không bị ảnh hưởng bên trong",,,,,,Positive,,,,,
"màu máy: màu đen sản phẩm: samsung a70 6/128gb cửa hàng bán hàng uy tín riết chắc tôi hết tiền với cái cửa hàng này luôn quá bán đồ gì đâu mà món nào cũng rẻ cũng chất lượng hết lãnh lương là tôi qua mua liền, đặt online liền hai cái 10 điểm cho cửa hàng nha nhận hàng rất là ưng ý luôn chất lượng tuyệt vời mà giá cả thì phải chăng nữa nhân viên dễ thương tư vấn nhiệt tình nhé màn hình tuyệt đẹp bộ xử lý nhanh và hiệu quả giá trị tuyệt vời cho số tiền bỏ ra tặng cửa hàng đủ năm sao",,,Positive,Positive,,,Positive,Positive,,,
"Màn hình có thông số đúng như nhà sản xuất công bố, còn camera thì mình sẽ đánh giá sau.",,Neutral,,,,,,,,,
"Vì sử dụng quen matepad 144hz rồi nên thời gian đầu khó để quen với tốc độ của máy này, cảm giác vuốt rất chán. Bàn phím của nhà táo thì muôn đời lag. Đã thế vừa mua xong thì có chương trình backtoschool tặng penpro cay đcđ :))",,,,,,,,,,Negative,
Đóng gói cẩn thận,,,,,,Positive,,,,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt sản phẩm nhìn đẹp, cứng cáp. Giao nhanh. Tuy nhiên cảm giác với ram ảo có khi bị lag nhẹ nhưng nhanh đi vào ổn định .",,,Negative,,Positive,,,,Positive,,
"sản phẩm: sản phẩm giả mạo, hàng lỗi hoặc bị hư hỏng, sản phẩm không như mô tả, sản phẩm chất lượng kém là máy dựng, hàng giả/ nhái từ trung quốc thay linh kiện chứ không phải máy cũ qua sử dụng, nó như mâý chiếc iphone bán 2tr5. check imei sẽ ra mã điện thoại khác, sử dụng thời gian chừng vài tháng thế nào cũng đầy dung lượng hoặc giật lag đùng đùng haha dưới đây mình mua oppo reno4z mà check ra oppo a92s, tiền nào cùa nấy thôi mua nghe gọi cho vui",,,Negative,,Negative,,Negative,,,,
"Phiên bản: bản 1 sim 256gb hàng chuẩn zin, đầy đủ phụ kiện, gần như mới 99% không một vết sước. cửa hàng tư vấn nhiệt tình, trước đây đã mua 2 laptop suface ở cửa hàng này, đến giờ vẫn sử dụng tốt. cửa hàng uy tín, mọi người yên tâm mua hàng ở cửa hàng này 👍👍👍👍👍",,,,,Positive,,,Positive,,,
Chất liệu mặt lưng của máy được làm từ nhựa hoặc kim loại.,,,,,Neutral,,,,,,
"Nhóm màu: vàng 
Dung lượng lưu trữ: 6gb+128gb tùy chọn màu sắc rực rỡ, tùy chọn màu sắc rực rỡ, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp,",,Positive,,,Positive,,,,,,
Cần thêm thời gian đánh giá tuổi thọ pin,Neutral,,,,,,,,,,
"Máy có ngoại hình đẹp. Màn hình đẹp, nhạy những không có vân tay. Tốt trong tầm giad",,,,Positive,,,Positive,,,Positive,
giao hàng nhanh. chất lượng tốt. sẽ ủng hộ cửa hàng thêm những lần tiếp theo nhé,,,,,,,,,Positive,,
Điện thoại rởm lừa đảo không tương thích các app phổ biến,,,,,,,,,,Negative,
"Chất lượng sản phẩm: tệ 
Đúng với mô tả: quá tệ 
Tính năng nổi bật: không điện thoại sạc pin được thì ai nói gì, rẻ nên không đòi hỏi, đằng này tặng sạc hư thà đừng tặng, điện thoại thì sạc không dô pin, bán kiểu không có tâm, cũng dẹp sớm à.",Negative,,,,,,Positive,,,,
Quá tốt so với số tiền bỏ ra. Không tốn bao nhiêu thời gian nhưng sẽ có cảm tình hơn cho cửa hàng và sản phẩm trông hoàn hảo hơn,,,,,,,Positive,,,,
"Màu sắc: black 
Phân loại sản phẩm: có kèm phụ kiện điện thoại chất lượng tốt, giá cả phù hợp, cửa hàng giao nhanh, đóng gói cẩn thận, nhân viên tư vấn nhiệt tình, sẽ quay lại ủng hộ cửa hàng",,,,,,Positive,Positive,Positive,Positive,,
"Pin tuột nha ad, mình sạc đầy, không sử dụng để qua đêm tuột 2-3% pin",Negative,,,,,,,,,,
Mình mua giùm cho anh họ nên cũng không biết sản phẩm như nào nữa sau rồi đánh giá,,,,,,,,,,Neutral,
Mình chưa có nhu cầu sử dụng dịch vụ hỗ trợ của shop nên chưa có nhận xét về phần này.,,,,,,,,Neutral,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: điện thoại đã nhận , điện thoại sử dụng tốt lắm cửa hàng ơi,lần sau mình sẽ ủng hộ tiếp nhé. Thấy cửa hàng làm ăn buôn bán uy tín, chất lượng ,mình rất hài lòng nhé.",,,,,,,,,,Positive,
"nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: vượt mong đợi",,,,,,,,,,Positive,
"Đúng với mô tả: máy đẹp,đúng như quảng cáo 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: to,rõ hàng đẹp,giao hàng nhanh,đóng gói kỉ",,,,,,Positive,,,Positive,,
Chính sách bảo hành được áp dụng theo điều khoản tiêu chuẩn.,,,,,,,,Neutral,,,
"Kém chắc chắn không đúng với giới thiệu loa nhỏ. Sản phẩm này lag kinh khủng, chơi game giật như máy đồng nát",,,Negative,,,,,,,Negative,
Kém không lắp nghe máy được cuộc gọi tự động ngắt sau 1 phút,,,,,,,,,,Negative,
"Cửa hàng bán máy giá rẻ, dù chưa có ai mua thử để kiểm chứng nhưng mình vẫn mua. Cửa hàng có tặng phụ kiện đầy đủ nhưng khi máy về ngoại hình thì như máy dựng, pin phồng kênh cả nắp lưng lên, khung thì như hàng tân trang nhưng vẫn cam kết zin (?) hỗ trợ đổi trả không tới nơi tới chốn. Hàng không tốt mà chăm sóc khách hàng cũng tệ thì em cho 1 sao nhé. Bán hàng thế này thì cửa hàng dẹp luôn đi.",Negative,,,,,,Positive,Negative,,,
Sản phẩm đúng như mô tả. Nghe gọi tốt. Dịch vụ tư vấn tốt.,,,,,,,,Positive,,,
"Màu sắc: đen 
Phân loại: likenew 99% sau hơn 20 ngày sử dụng đây là một số lưu ý. Dành cho mọi người nếu quyết định mua máy này mọi tính năng về mạng xã hội tốt nghe gọi tốt ngày đầu tiên mới mua ấy nó sẽ bị hơi lag nhưng mà sử dụng hơn một tuần nó sẽ tối ưu sẽ mượt. Còn về phần chơi game nếu như chơi liên quân bật mắc nó sẽ hơi ấm nhẹ thôi. Còn về phần pin chơi game nếu mà chơi liên tục thì cũng từ 4 đến 5 tiếng. Còn về phần ngoại hình của máy thì trong thời gian mình sử dụng có một vấn đề nho nhỏ nhưng mà cửa hàng cũng đã hỗ trợ giải quyết xong nhưng mà tính thêm phí của mình nên mình bớt đi một sao còn về phần máy thì mọi người mua về giải trí chụp ảnh tốt không có vấn đề gì hết tốt trong tầm giá so với iphone xs max hoặc iphone 11 thường thì nó đáng giá hơn mọi người mua về nghe gọi mạng xã hội chụp ảnh thì hết bài rồi",Negative,Negative,Negative,,,,,,Negative,,
"Nhóm màu: xanh đóng gói chắc chắn,giao hàng bên lazada hơi lâu,sẽ ủng hộ nhiều nhiều",,,,,,Positive,,,Negative,,
"Chất lượng sản phẩm: tạm 
Tính năng nổi bật: đèn led 1 ngày tịt mọi thứ đều ổn trừ cài đèn led:((( 1 ngày tịt",,,,,,,,,,,Neutral
Camera macro chất lượng thấp. Ảnh cận cảnh mờ nhòe. Không có tính năng nào đáng tiền. Cái macro chụp cho vui chứ chả ra gì. Pin hiệu năng đều tầm thường,Negative,Negative,Negative,,,,,,,,
Nhóm màu: đen cùng tầm giá thì oppo hơi cao. Sử dụng ổn. Nói chung là cũng được,,,,,,,Negative,,,,
Sản phẩm có màu sắc và chất liệu đúng với phiên bản mình đã đặt mua.,,,,,Neutral,,,,,,
Hàng không có vỏ hộp.,,,,,,Negative,,,,,
Nhóm màu: xanh sản phẩm chính hãng . tuy nhiên cửa hàng đóng gói hàng cẩu thả dẫn đến đơn vị vận chuyển làm móp hộp đựng,,,,,,Negative,,,Negative,,
"Color: đen-2xl chất liệu： kích cỡ： màu sắc： như hình, như mô tả dễ sử dụng............",,,,,,,,,,,Neutral
"Vỏ nứt không đúng ảnh camera mờ pin tụt nhanh,",Negative,Negative,,,Negative,,,,,,
"Hỏng cổng sạc sai bảo hành pin chai nhanh. Mới sử dụng 3 tháng mà pin đã tụt từ 100% xuống 85% dung lượng, quá tệ.,",Negative,,,,,,,,,,
"Nhóm màu: màu xanh lá cây 
Dung lượng lưu trữ: 128gb giao hàng lâu, cửa hàng không có sự phản hồi",,,,,,,,Negative,Negative,,
Dịch vụ tốt thời gian giao hàng nhanh chóng chất lượng sản phẩm ổn,,,,,,,,,Positive,,
Anh chị cân nhắc khi mua tuỳ nhu cầu của cá nhân sử dụng ngoại quan máy ổn camera có bụi trước & sau pin chấp nhận được,Neutral,Negative,,,,,,,,,
"Điện thoại sài cũng mượt, pin trâu, cũng tốt, giá săn shopee live cũng giảm nhiều nữa, hy vọng sài lâu dài không lỗi gì",Positive,,,,,,Positive,,,,
"Nhân viên giao hàng đến giao hàng không xác nhận có đúng là chính chủ đặt hay không, rất đáng lo ngại khi quy trình giao nhận hàng hóa lại thiếu sót khâu xác minh danh tính người nhận như vậy, không yêu cầu kí tên hoặc cung cấp cccd, đơn hàng đã thanh toán nếu chẳng may giao nhầm người nhận thì phải làm thế nào, cho dù giao đúng số nhà vẫn có thể giao nhầm cho người khác, việc giao nhầm không chỉ gây phiền toái trong việc xác minh, mà còn có nguy cơ dẫn đến những tranh chấp pháp lý không đáng có, kiện tụng. để đảm bảo an tâm cho khách hàng, đặc biệt với những đơn hàng ,cửa hàng cần khẩn trương làm việc lại với đơn vị vận chuyển. Việc này không chỉ củng cố niềm tin của khách hàng hiện tại mà còn là yếu tố quan trọng để những khách hàng tiềm năng như tôi có thể yên tâm tiếp tục ủng hộ cửa hàng trong tương lai. Hy vọng cửa hàng sẽ sớm có những cải thiện tích cực trong quy trình giao nhận.",,,,,,,,,Negative,,
"cửa hàng tư vấn nhiệt tình, đóng gói kỉ và giao hàng nhanh. hình ảnh mang tính chất nhận xu",,,,,,Positive,,Positive,Positive,,
"Chất lượng sản phẩm: tốt
Máy đúng mô tả giá tốt tốt",,,,,,,,,,Positive,
đóng gói kỹ . máy đẹp có dán cường lực và tặng cover . test sơ thấy rất tốt .,,,,,Positive,Positive,,,,,
"Nhóm màu: vàng quá tốt nhưng do lâu chưa sạc nên chờ lên pin sau 30 phút đến 1 giờ sạc thì hoàn hảo với samsung j7 prime 3g/32g này. Rẻ, đẹp lại có ốp lưng và dán cường lực. Đáng cho 5 *",Positive,,,,Positive,,Positive,,,,
"Chất lượng sản phẩm: không xứng đáng 
Đúng với mô tả: phóng đại 
Tính năng nổi bật: tầm thường mua máy 5tr nhưng hiệu năng kém, không xứng giá, hối hận",,,Negative,,,,Negative,,,,
"Ê đánh giá nhiều quá tui bị mệt á mấy ní, nói chung làn hàng nhận về thấy ngon nghẻ không ghẻ là vui dồi",,,,,,,,,,Positive,
"Đúng với mô tả: hmmmm 
Chất lượng sản phẩm: tốt
Lúc order thì hết màu tím, nên đành phải chọn màu đen. Ngủ dậy sáng hôm sau thì đã có hàng mới màu tím, nhắn tin hỏi cửa hàng có đổi không thì được báo là sẽ note cho bên kho để họ đổi lại đơn. Mà khi nhận vẫn là màu đen, cũng không có confirm trc đó là đổi thành công hay như nào. Tai nghe được tặng thì cũng không có gì đánh giá, có cũng được mà không có cũng chả sao, vì không kì vọng gì nhiều hàng tặng kèm. Còn lại điện thoại cũng tốt, mượt và giá rẻ. Phải tốn 1 chút thao tác để loại bỏ quảng cáo trên điện thoại tàu.",,,Positive,,,,Positive,Neutral,,,
"Dung lượng lưu trữ: note 11 ram 6g/128gb 
Nhóm màu: xanh dương máy đẹp mượt như cửa hàng quảng cáo sẽ ủng anh em cty",,,,,Positive,,,,,,
Điện thoại đẹp sử dụng tốt chất lượng ship nhanhh,,,,,Positive,,,,Positive,,
"Tính năng nổi bật: không 
Đúng với mô tả: m 
Chất lượng sản phẩm: m giao hàng nhanh . Với giá tiền đó sản phẩm tốt . Lan sau mua gi se ung ho cửa hàng",,,,,,,Positive,,Positive,,
"Đúng với mô tả: đúng với mô tả 
Tính năng nổi bật: màn hình đẹp không lỗi 
Chất lượng sản phẩm: chất lượng tốt không có gì để chê máy đẹp loa tốt",,,,Positive,,,,,,Positive,
Dù nhận được máy bị chai pin nhưng . Cửa hàng đã hỗ trợ rất tốt nhé . Lần sau sẽ tiếp tục ủng hộ cửa hàng,Negative,,,,,,,Positive,,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: trâu hàng đúng mô tả pin trâu sử dụng không biết bền không",Positive,,,,,,,,,,
Kiện hàng móp méo nhìn mất mỹ quan,,,,,,Negative,,,,,
"Đúng với mô tả: bình thường giao hàng nhanh, có vết hằn nhẹ trên thân máy, chấp nhận được. mong cửa hàng kiểm hàng kĩ hơn",,,,,Neutral,,,,Positive,,
"Mình đã nhận được hàng sau 4 ngày, hàng giao nhanh, đóng góp đẹp và cẩn thận. 5 Sao nhé",,,,,,Positive,,,Positive,,
"Máy lag khi mở nhiều tab. Pin tụt nhanh khi để qua đêm không sử dụng. Đóng gói hộp bên ngoài rách nặng, không có bọc lót.",Negative,,Negative,,,Negative,,,,,
"micro và loa thu âm mờ, gọi video kém. khác với mô tả âm thanh to rõ. tính năng khử ồn hầu như không hoạt động. pin tụt khi gọi, đóng gói không bảo vệ",Negative,,,,,Negative,,,,Negative,
"Nhóm màu: vàng 
Dung lượng lưu trữ: 16gb mua cái điện thoại 2 hôm sập nguồn gọi cửa hàng không thèm bắt máy ...",Negative,,,,,,,Negative,,,
"pin hao nhanh bất thường. ko dc như cam kết. thời lượng pin ko tốt. pin tụt ko phanh dù chỉ lướt web, ko đủ dùng 1 ngày. shipping chậm hơn 2 ngày",Negative,,,,,,,,Negative,,
"xấu xí không khớp lag nặng, camera tối om",,Negative,Negative,,Negative,,,,,,
may đẹp còn nguyên siu co cai giao hàng hơi lâu ma săn sale được gia mềm cung được,,,,,Positive,,Positive,,Negative,,
"Chất lượng sản phẩm: kém,hao pin không giống như quảng cáo dung mấy buẫ hư không nhận sim",Negative,,,,,,,,,,
"Dễ sử dụng và có thể phát trực tiếp cho 4 người, giá rất rẻ và giao hàng nhanh chóng.",,,,,,,Positive,,Positive,,
Sản phẩm: sản phẩm giả mạo đặt vivo y11 gửi y66 con mẹ mày,,,,,,,,,,Negative,
Ghn sản phẩm nhìn ổn áp hoàn thiện cửa hàng nhiệt tình. Của tốt sử dụng bền sẽ ủng hộ tiếp,,,,,,,,Positive,Positive,,
Chất lượng sản phẩm: không đúng hàng mới chỉ là hàng tân trang không nên mua nhé mọi người hàng tân trang lại thôi,,,,,,,,,,Negative,
Nhóm màu: xanh than sản phẩm rất tốt lần sau ủng hộ tiếp.,,,,,,,,,,Positive,
"Chất lượng sản phẩm: hỏng, không sử dụng được 
Tính năng nổi bật: bọn lừa đảo chuyên nghiệp 
Đúng với mô tả: bố thí đây là bọn lừa đảo chuyên nghiệp gửi hàng lôi, nó giả vờ không nhận được hàng, làm quá thời gian hoàn hàng, sau đó lại gọi ship giao lại cướp hàng của mình. Quá đê hèn !!",,,,,,,,,Negative,,
"Ánh sáng: keo tản nhiệt sử dụng tốt, giao hàng nhanh.nhân viên giao hàng tận tình.lần sau ủng hộ tiếp",,,,,,,,,Positive,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 256gb đóng gói kỹ, vận chuyển nhanh, shiper giao hàng đúng hẹn, hài lòng.",,,,,,Positive,,,Positive,,
"Pin có thể dùng từ sáng đến tối với mức độ sử dụng không cao. Màn hình hiển thị màu sắc ở mức trung tính, không rực rỡ.",Neutral,,,Neutral,,,,,,,
Đúng với mô tả: đúng như quảng cáo nói chung cục gach hài lòng,,,,,,,,,,Positive,
"Color: đen-xl tuyệt vời cho phong cách đường phố, bền và lâu bền, trông đơn giản và đẹp trai,",,,,,,,,,,,Neutral
"kém khác xa bình thường pin tụt vù. camera focus không chuẩn xác.,",Negative,Negative,,,,,,,,,
"Màu sắc: đen 
Phân loại: nguyên seal Chất lượng: tốt. Đáng mua để sử dụng lâu dài. Cảm ơn thắng thao mobile đã giao máy mói & lazada đã có chương trình lazmaxsale...!!!...........",,,,,,,,,,Positive,
Máy tự tắt nguồn liên tục. Cửa hàng bán sản phẩm kém chất lượng.,,,,,,,,,,Negative,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb chất lương",,,,,,,,,,Neutral,
This phone it's used and repaired mẫu máy. Ref. Iam was expected a new one phone.,,,,,,,,,,Positive,
"Hình ảnh sắc nét, mượt.vừa xem vừa xạc mà không thấy nóng máy.quá tốt khi chưa đến 2củ.nhỏ nhẹ,dễ cầm nắm .hy vọng không bị lỗi vặt",,,,Positive,Positive,,Positive,,,,
"điện thoại samsung mà lại trễ thông báo gmail, không chấp nhận được",,,,,,,,,,Negative,
Tính năng nổi bật: sản phẩm đúng như mô tả tốt mỗi một điều không ưng là đơn vị vận chuyển hơi chậm,,,,,,,,,Negative,,
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt
Giao hàng nhanh đúng ngày. Chất lượng cũng tốt trải nghiệm mới biết",,,,,,,,,Positive,,
Camera màu lệch shipping giao sai màu đóng hàng thiếu phụ kiện tai nghe,,Negative,,,,Negative,,,Negative,,
"Nút âm lượng lỏng hàng khác với mô tả không có chống rung. Quay video run như cầy sấy, không xem nổi.,",,Negative,,,Negative,,,,,,
"Màn hình có tần số quét tiêu chuẩn, các thao tác cuộn lướt ở mức chấp nhận được.",,,,Neutral,,,,,,,
"Sử dụng làm điện thoại phụ cũng tốt, hơi đơ hơi load chậm xíu nhưng với giá này cũng được rồi.",,,Negative,,,,Positive,,,,
"Đúng với mô tả: đúng mô tả 
Chất lượng sản phẩm: chất lượng sản phẩm quá kém 
Tính năng nổi bật: mua được sử dụng vài hôm đã bị đứt màn hình mua về được vài hôm bị hư màn hình kêu cửa hàng trả lại chốt không có hồi âm gì hết hàng kém chất lượng mua về phải đi thay hết tốn 500.000đ",,,,Negative,,,,Negative,,,
Màu sắc: full nguyên hộp máy sạc đầy đủ cửa hàng uy tín,,,,,,,,,,Positive,
"Điện thoại cấu hình đẹp, lướt web tốt, đóng gói cẩn thận, giao hàng nhanh",,,,,,Positive,,,Positive,,
"Sản phẩm còn nguyên tem niêm phong, quá trình đóng gói không có gì bất thường.",,,,,,Neutral,,,,,
Nói chung giá tin n thì tốt chỉ để làm máy phụ bán hàng tốt có tặng kèm dây sạc sim2g sip nhanh gói kỹ không bể,,,,,,Positive,Positive,,Positive,,
Shipping cao phí chậm camera selfie dài mặt đóng hàng thiếu cáp sạc,,Negative,,,,Negative,,,Negative,,
"mới mua 1 tháng pin đã tụt dung lượng đáng kể. camera chụp trong nhà bị ám màu xanh. chăm sóc khách hàng chỉ biết xin lỗi, ko có hành động cụ thể.",Negative,Negative,,,,,,Negative,,,
"chăm sóc khách hàng ko dc nhiệt tình. thái độ lạnh nhạt. dịch vụ tệ. hỏi về sản phẩm thì trả lời cụt lủn, ko muốn tư vấn thêm. shipping chậm hơn 1 ngày",,,,,,,,Negative,Negative,,
Màu sắc: vàng giá cả hợp lý chất lượng màu sắc tốt sử dụng dễ dàng gắn sim vào là sử dụng được ngay loa lớn pin khỏe,Positive,,,,Positive,,Positive,,,Positive,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb giao hàng chậm, nhân viên thách thức thích hủy thì hủy đi",,,,,,,,Negative,Negative,,
"Thời gian giao hàng đúng như dự kiến. Việc đóng gói sản phẩm ở mức tiêu chuẩn, không có gì nổi bật.",,,,,,Neutral,,,Neutral,,
"chất lượng hàng của apple nên 5 sao cửa hàng chỉ mỗi việc giao hàng nhưng không có trách nhiệm cho sản phẩm có giá trị cao dịch vụ giao hành rất kém, không giải quyết được vấn đề giao hàng chậm trễ",,,,,,,,Negative,Negative,,
"Một số ud chạy khá nhanh,chưi game thì mua,mượt phết,cũng hay bị lỗi, đơ máy phải tắt nguồn chạy lại,",,,Negative,,,,,,,Positive,
"sài được thời gian thì, máy sài tốt ổn kể cả game, nhưng mà ngoại hình hơi xâú xước khá nhiều với cấn, nhưng máy hoạt động ổn, nchung mất này bú kia nên kh quan tâm lắm , với kh ngờ chiếc gaming phone này cam nó nét với đẹp vãi=)) thế thôi",,Positive,Positive,,Negative,,,,,,
Đã nhận hàng đầy đủ. Đóng gói cẩn thận. Máy hơi xước viền nhưng nhìn chung khá tốt và hài lòng. Chưa biết độ bền ntn. Hình ảnh mang tính chất nhận xu!,,,,,Negative,Positive,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tốt chính hãng",,,,,,,,,,Positive,
"Mua máy này chỉ hên xui, hên thì sử dụng tạm được và gặp cửa hàng có tâm, còn xui thì ntn. Lúc mua về pin sạc đã lâu vô rồi, thay đổi các loại sạc , mình không nghĩ pin có vấn đề , mình đã trao đổi với cửa hàng trước, sạc tầm gấp 3 khi sạc với điện thoại bt , nên thôi sử dụng tạm, sử dụng đk 2 tuần hư pin , nhắn thì cửa hàng phũ trách nhiệm vì tiền đã vô ví rồi, =)))))",Negative,,,,,,,Negative,,,
Sản phẩm này đẹp mọi người nên mua nha giao hàng nhanh chóng gói hàng cẩn thận,,,,,,Positive,,,Positive,,
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: sử dụng lâu mới biết 
Đúng với mô tả: đúng màu mua giao hàng nhanh , nhân viên chăm sóc nhiệt tìn chu đáo nhiều khâu sau bán hàng sẽ ủng hộ tiếp nếu có nhu cầu mua",,,,,,,,Positive,Positive,,
"Sản phảm đúng mô tả, ngoại hình đẹp.",,,,,Positive,,,,,,
full chức năng máy ngoại hình oce nhưng phải nói thật là cửa hàng không để đúng với cấu hình máy mà cài vô ram 8 128 nhưng thực ra tên máy là a3 chứ không phải f7 . ram 4 không phải ram 8 pin thì chuẩn cũng được nói chung là tiền nào của đó 1tr có giá của 1tr,Positive,,,,Positive,,Neutral,,,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Ms sử dụng tốt còn về sau thì chưa biết",,,,,,,,,,Neutral,
"sản phẩm: hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém điện thoại bóc seal có vết xước rất nhỏ trên màn hình không thể nhìn thấy bằng mắt thường. đến khi mình đã acitve máy, dán màn hình soi đèn pin để lau bụi thì mới phát hiện ra. liên hệ viettel và cả shopee đều không được hỗ trợ ra cửa hàng viettel nhân viên bảo chị mua online đã được giá rẻ hơn thì sẽ có rất nhiều bất lợi rồi chán không muốn nói",,,,Negative,,,,Negative,,,
"Mau hỏng sai kích thước nóng máy. Sử dụng chơi game 5 phút là nóng ran, pin tụt nhanh như uống nước, tốn tiền vô ích.,",Negative,,Negative,,,,,,,,
