data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Sản phẩm tốt, sử dụng được 1 tuần rồi, chưa thấy có lỗi gì hết, giao hàng nhanh, đóng gói cẩn thận",,,,,,Positive,,,Positive,,
Color: Đen-m tốt,,,,,,,,,,,Neutral
Màn hình hiển thị màu sắc ở mức chấp nhận được. Giá cả của sản phẩm tương đối là rẻ phù hợp với người lao động.,,,,Neutral,,,Positive,,,,
"Gửi xa và đồ nhiều tiền nên cũng hơi lo nhưng mình thấy yên tâm vì nhận gói hàng được bọc cẩn thận, cửa hàng còn niêm phong ở các mép. Hộp nguyên seal, check mới kích hoạt 6 ngày. Lần đầu mua của cửa hàng rất ok ạ",,,,,,Positive,,,,,
"Máy trông bề ngoài đẹp, cần thời gian sử dụng để đánh giá",,,,,Positive,,,,,,
"Dung lượng lưu trữ: 128gb 
Nhóm màu: Đen trân châu 
Phân loại sản phẩm: 6gb giao hàng nhanh, mua tặng mẹ nên không có gì để đánh giá, nhưng chưa bị chê gì",,,,,,,,,Positive,,
"Tính năng nổi bật: Panic full 
Chất lượng sản phẩm: Reser couter 
Đúng với mô tả: Lỗi tùm lum máy mới mua, hôm nay là ngày 4/12, máy hay dính lỗi panic-full và resetcounter, ngày đơ màn khởi động lại không biết bao nhiêu lần. Rất khó chịu, phía hãng không có cách giải quyết cũng không được bảo hành, đổi trả. Ai mua nên cân nhắc, chắc chắn dính lỗi 90%",,,,,,,,Negative,,Negative,
Quy trình đóng gói sản phẩm khi vận chuyển gồm những bước nào?,,,,,,Neutral,,,Neutral,,
Mua máy được sale và trả góp giá tốt mọi người nhé,,,,,,,Positive,,,,
"Ngoại hình đẹp, màu sắc tươi tắn, bắt mắt Săn sale được giá rẻ nên khá hài lòng. Sử dụng thời gian sẽ đánh giá lại",,,,,Positive,,Positive,,,,
Camera chụp được trong điều kiện đủ sáng và các chế độ chụp cơ bản.,,Neutral,,,,,,,,,
"Nhóm màu: Màu xanh giá cả hợp lý,máy đúng như mô tả, đầy đủ phụ kiện.",,,,,,,Positive,,,,
"Màu sắc: Đen 
Phân loại: Hoạt động tốt, chất lượng mà đáp ứng yêu cầu, hợp giá tiền !!",,,,,,,Positive,,,,
"Giao hàng nhanh. Đóng gói cẩn thận, đúng mô tả sản phẩm, đúng màu sắc. Hàng đẹp, nguyên seal,",,,,,Positive,Positive,,,Positive,,
"Mất kết nối 4g hỗ trợ mạng nhưng không mạng chập chờn, stream giật,",,,Negative,,,,,,,,
"Máy đẹp hơn 98%, đã mua hơn 3 lần ở worldphone và đều hài lòng",,,,,Positive,,,,,Positive,
Phục vụ khách hàng quá kém không phản hồi với khách thi khách cần,,,,,,,,Negative,,,
Sử dụng tạm ổn. Mua cho mẹ nên chủ yếu nghe gọi. Xem youtube,,,,,,,,,,Positive,
"Nhóm màu: Màu đen đậm 
Dung lượng lưu trữ: 64gb sản phẩm tốt hơn mong đợi, chạy mượt.",,,Positive,,,,,,,,
Cửa hàng uy tín giao hàng chất lượng,,,,,,,,,Positive,,
"Hàng giao nhanh, đóng gói cẩn thận, shipoer thái độ tốt.",,,,,,Positive,,,Positive,,
Máy đẹp pin hơi kém,Negative,,,,Positive,,,,,,
"Chăm sóc khách hàng chỉ đổ lỗi. Không nhận trách nhiệm. Hỗ trợ kém. Báo lỗi thì cứ đổ cho do mạng, do phần mềm, không chịu nhận máy có vấn đề. Pin sử dụng ổn",Positive,,,,,,,Negative,,,
Được tằng kèm phụ kiện quá ok. Để test thử vài hôm rồi quay lại đánh giá lại,,,,,,Positive,,,,Positive,
"Hàng chuẩn, mình trừ 1 sao vì thời gian đợi giao hàng hơi lâu :(",,,,,,,,,Negative,,
"Đã mua được 2t, 1 2 ngày đầu máy hơi nóng, nhưng về sau thì nhiệt độ ổn định lại",,,,,,,,,,Positive,
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Antutu mà 
Đúng với mô tả: Tốt
Hàng đúng tốt cửa hàng uy tín",,,,,,,,,,Positive,
Phân loại sản phẩm: F1s 64gb hàng cũng được tốt 👍cửa hàng cho năm sao ngày lập tức,,,,,,,,,,Positive,
"Màn hình có đốm bị lừa không có chống rung quang học. Quay video đi bộ là run như cầy sấy, chóng mặt.,",,Negative,,Negative,,,,,,,
"Chất lượng sản phẩm: Chưa test 
Đúng với mô tả: Đúng cửa hàng giao nhanh, mình có săn được cái sau rẻ hơn nên hủy cái trước mà cửa hàng vẫn rất nhiệt tình. Máy zin, rất đẹp, ưng lắm ặ😘",,,,,Positive,,Positive,,Positive,,
"Mới sử dụng không biết sử dụng tốt không, máy hơi chậm, cảm ứng không mượt lắm",,,Negative,Negative,,,,,,,
"Nhóm màu: Màu xanh da trời mình đã nhận được hàng, ưng ý nhé, điện thoại đẹp, sử dụng rất tốt nhé,cửa hàng đóng gói cẩn thận,giao hàng nhanh",,,,,Positive,Positive,,,Positive,,
"Máy mượt, ok, nên mua",,,Positive,,,,,,,,
Nếu em muốn làm gì để mình báo bên kia cho mình hỏi là cháu bị mụn nhỏ li ti co mùi khó chịu thôi em ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ mình nhắn tin rồi ạ,,,,,,,,,,,Neutral
"Dung lượng lưu trữ: Galaxy j7 pro 
Nhóm màu: Xanh cửa hàng uy tín giao đúng sản phẩm đã đặt hàng, bước đầu máy chạy ổn định về sau chưa biết, đầy đủ phụ kiện... Mọi người có nhu cầu mua điện thoại nhớ ghé cửa hàng nầy sắm nhé.",,,,,,,,,,Positive,
"Chăm sóc khách hàng chỉ hứa suông. Không giải quyết triệt để. Dịch vụ tệ. Báo lỗi thì bảo sẽ gọi lại mà chờ mãi không thấy, thái độ hời hợt. Camera chụp tối noise",,Negative,,,,,,Negative,,,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb thiết kế mượt mà, rất ưng!, lựa chọn màu sắc tuyệt vời!, độ phân giải màn hình tuyệt vời.,",,,,Positive,Positive,,,,,,
"Chất lượng sản phẩm: Chính hãng apple chất lượng so không có gì phải bàn, điều tôi thật sự không hài lòng là thời gian cửa hàng giao sản phẩm quá lâu, gần tuần kể tử lúc đặt hàng mới nhận được sản phẩm, trong khi lúc mua sản phẩm thì ghi thời gian nhận 2 3 ngày. Tôi gọi hỗ trợ cả shopee và cửa hàng bán hàng thì chỉ nhận được câu trả lời chung chung là đang hối thúc, nói là đơn hàng nhiều nên chuẩn bị chậm, trong khi đó vẫn thấy hàng sẵn có và vẫn bán trên shopee, vẫn ghi thời gian giao là 2 3 ngày ??? tôi mua làm quà tặng, nếu tôi biết thời gian giao chậm vậy tôi đã đặt cửa hàng khác giao chỉ trong 1 2 ngày rồi.",,,,,,,,Negative,Negative,,
Đúng với mô tả: Đúng máy sử dụng oke mà chip 865 thời điểm này hơi đuối nên sử dụng nóng khá nhanh còn lại thì khá ổn sử dụng 1 thời gian thử xem sao,,,Negative,,,,,,,,
"Chất lượng sản phẩm: Kém 
Đúng với mô tả: Không 
Tính năng nổi bật: Không lên với giá tiền này thì mình không đòi hỏi nhiều 😗😆😆 mua rẻ thì cũng hên sui xác định bật được 15 phút xong khỏi lên luôn xạc pin không lên nguồn luôn cửa hàng nên làm ăn lại mình cũng không yêu cầu hoàn trả nhưng làm ăn không có tâm hihi mọi người cân nhắc trước khi mua",,,,,,,Positive,,,,
"Riết chắc tui hết tiền với cái cửa hàng này luôn quá, bán đồ gì mà món nào cũng rẻ, cũng chất lượng hết,lãnh lương là tui qua cửa hàng shopping liền 🤣 10 điểm không có nhưng nha cửa hàng ơi",,,,,,,Positive,,,,
"Hàng chính hãng, nguyên tem nguyên hộp, hàng cao cấp thì không có gì để bàn cãi rồi",,,,,,,,,,Positive,
"Mua xong hối hận không như mong đợi quá nhiều điểm trừ. Máy hoàn thiện kém, hiệu năng yếu, pin không trâu, camera bình thường. Không có gì đáng mua.",Negative,Neutral,Negative,,,,,,,,
"Sản phẩm rất đẹp, máy còn rất mới. Cửa hàng tư vấn nhiệt tình, mình mua máy S20 fe cửa hàng báo máy mới nên chưa có ốp lưng đi kèm. Rẻ bằng nửa hàng mới nên tình trạng máy này rất đáng đồng tiền. Cho cửa hàng 5 sao",,,,,Positive,,Positive,Positive,,,
Máy mạnh cam chống mù ok,,Positive,,,,,,,,,
Điện thoại chơi mấy game nhẹ thì ổn.,,,Positive,,,,,,,,
"Điện thoại đẹp nhé cửa hàng. Hình thức 97-98% thì quá ok rồi. Đã test các chức năng ổn định, chỉ có pin thì hơi yếu đối với mình.",Negative,,,,Positive,,,,,,
"Hàng lỗi không đúng màu không nhận sim, wifi yếu nhân viên giao hàng thái độ cực kỳ tệ, ném hàng qua hàng rào. Gọi điện phàn nàn thì không được giải quyết",,,,,,,,,Negative,Negative,
"Hàng nguyên seal nhưng đóng gói không kĩ, hộp bị cấn móp, cũng may không ảnh hưởng đến máy",,,,,,Negative,,,,,
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Tốt 
Tính năng nổi bật: Chưa kpma máy mới, đẹp, xài ổn",,,,,Positive,,,,,,
"Giao nhầm màu máy, lần sau cửa hàng chú ý hơn vì hàng giá trị mà lại làm ăn ẩu dẫn đến trải nghiệm không vui của khách hàng.",,,,,,,,,Negative,,
"Camera trước có thông số 16MP, mình chưa có thời gian chụp thử ảnh selfie.",,Neutral,,,,,,,,,
Đúng với mô tả chất lượng sản phẩm được tính năng nổi bật là rất nhiều tính năng,,,,,,,,,,Positive,
"Tính năng nổi bật: Không có gì nổi bật 
Đúng với mô tả: Không giống mô tả điện thoại không giống màu xanh như mô tả,âm thanh rất kém,sóng di động quá yếu.. Nhựa mỏng manh không chắc chắn.",,,,,Negative,,,,,Negative,
"Hàng rất ok, đóng gói kĩ, giao hàng nhanh",,,,,,Positive,,,Positive,Positive,
Nhóm màu: Màu đen máy đẹp loa nghe rõ,,,,,,,,,,Positive,
Điện thoại sử dụng ok mua được giá rẻ hơn trực tiếp ở ngoài nhiều,,,,,,,Positive,,,Positive,
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Tốt lắm nha cửa hàng mình đã mua lần thứ hai máy tốt chuẩn giá rẻ phù hợp với tiêu chí sử dụng của mình nói chung là mọi chức năng đều rất là ổn đúng máy chính hãng sử dụng cũng tốt lắm cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng nhiều nhé tốt thì mình sẽ ủng hộ cửa hàng dài dài tặng cửa hàng 5 sao nha",,,,,,,Positive,Positive,,,
"Mua trên live nên đuoc giảm thêm 800k, xài rất tốt, giao hàng ok",,,,,,,Positive,,Positive,,
"Lần đầu mua hàng giá trị cao trên sàn, cửa hàng đóng gói niêm phong cẩn thận, hàng mới nguyên seal, mua giá hời, tất cả đều tốt ạ",,,,,,Positive,Positive,,,Positive,
Chính sách bảo hành được mô tả trong tài liệu,,,,,,,,Neutral,,,
Tệ hao pin bất thường tụt 30% pin chỉ sau 30 phút,Negative,,,,,,,,,,
Lần đầu mua hơi sợ. Sau khi kiêm tra chuẩn hết. Ủng hộ cửa hàng,,,,,,,,,,Positive,
Màu máy: Màu đen sản phẩm: Samsung a32 6/128gb máy tốt nha cửa hàng bán hàng uy tín ak. Đúng máy mình cần. Quan trọng là sài ổn. Giá cả hợp lý. Pin sử dụng cũng lâu nè cửa hàng uy tín mình sẽ giới thiệu ủng hộ cửa hàng nè. Giao hàng cung nhanh thận thiện nè,Positive,,,,,,Positive,,Positive,,
"Đúng với mô tả: Tuyệt vời 
Chất lượng sản phẩm: Tốt",,,,,,,,,,Positive,
"Đã nhận hàng, nhanh, ngon bổ rẻ, check các thứ tốt, kích hoạt bảo hành đúng ngày đặt hàng, cửa hàng uy tín....",,,,,,,Positive,Positive,Positive,,
Máy mạnh và rất mượt nhé nhạc rất là hay ủy tính nhiệt tình cho 5 sao,,,Positive,,,,,,,,
Lừa đảo thôi. Treo đầu dê bán thịt chó. Mẫu với máy gửi chẳng liên quan gì nhau,,,,,,,,,,Negative,
"Mình mới vừa nhận được hàng. Máy rất mượt, loa lớn êm tai nha, chs game liên quân, ff rất tốt luôn.",,,Positive,,,,,,,,
"Chất lượng sản phẩm: Tệ 
Đúng với mô tả: Tệ 
Tính năng nổi bật: Tệ
Chất lượng kém. Mua 2 máy thì 2 máy đều lag như nhau:)))) chả hiểu. 1 Máy lag thì do máy còn 2 máy lag là do bán đểu",,,Negative,,,,,,,,
"Giá rẻ ưng lắm nha,xịn xò cực cửa hàng giao hàng nhanh đóng gói kĩ lưỡng nên mua nha sẽ quay lại ủng hộ cửa hàng",,,,,,Positive,Positive,,Positive,,
"Điện thoại nhanh nóng, sạc cũng không thấy nhanh hơn x3 pro,",Negative,,,,,,,,,,
"Cửa hàng không có gì chê rồi hàng gửi nhanh, máy thì đẹp hỗ trợ nhiệt tình nhé anh em",,,,,Positive,,,Positive,Positive,,
"Nhóm màu: Màu xanh lá cây 
Dung lượng lưu trữ: 128gb thiết kế mượt mà, yêu thích!, dung lượng lưu trữ rộng rãi., giao hàng nhanh chóng và an toàn., độ phân giải hiển thị tuyệt vời, lựa chọn màu sắc tuyệt vời!, sử dụng vật liệu chất lượng cao,",,,,Positive,Positive,,,,Positive,,
Color family: Color random sản phẩm: Nhận hàng ưng ý. Máy mới 99%. Cửa hàng cũng có test giúp trc khi gửi như lời mình yêu cầu. Mua về cho nhóc tập nhắn tin zalo và liên lạc với mẹ trong vài trường hợp cần thiết. Trong tầm giá này thì chiếc điện thoại này đáng để mua. Cửa hàng làm ăn uy tín nhé.,,,,,,,Positive,,,,
Xử lý vấn đề giao hàng + chăm sóc khách hàng quá kém,,,,,,,,Negative,Negative,,
"Sản phẩm: Sản phẩm không như mô tả, sản phẩm giả mạo 2 bạn trẻ đi bộ 90 ngày từ tp. Hcm ra hà nội đón quốc khánh hiện đã đặt chân tới phố cổ hoa lư 🇻🇳🇻🇳 ảnh: Việc tử tế",,,,,,,,,,,Neutral
"Tình trạng: 82% 
Nhóm màu: Vàng chất lượng tốt",,,,,,,,,,Positive,
"Mà tại sao bọn nó có được data của người dân để gọi lừa đảo được nữa, phải truy đến cùng. Dù sao thì phải nói rằng công an mình giỏi thật, em ấy đã hoá trang xấu hơn ảnh mạng rất nhiều mà vẫn nhận ra",,,,,,,,,,,Neutral
Sản phẩm: Sản phẩm không như mô tả sản phẩm nhận về trôi bảo hành gần 2 tháng cần làm rõ phần mô tả là hàng trôi bảo hành khác được kích hoạt online tuy cửa hàng có nói sẽ bảo hành bù tuy nhiên sẽ phải gửi hàng cho cửa hàng thay vì bảo hành trên hệ thống bảo hành của samsung trên toàn quốc => rất bất tiện bỏ tiền mua sản phẩm mới nguyên seal tại cơ sở uy tín tuy nhiên trải nghiệm không khác gì mua hàng xách tay,,,,,,,,Negative,,,
"Mình nhận máy ngày 24/03 nhận hàng khá mới. Không hộp, cửa hàng đóng gói khá kỹ. Nay 30/03 mình sử dụng được 1 tuần rồi mới cho đánh giá. Máy sử dụng khá tốt, cấu hình và hiệu năng đúng như mô tả của cửa hàng. Máy còn trông khá mới và mượt mà. Có sạc nhanh và pin 5000 có chai nhưng ít, theo cách minh dùng không hard game quá nhiều cũng được 1-2 ngày, còn dùng tác vụ nhẹ chắc cũng được 2-3 ngày. Tóm lại là cửa hàng uy tín hoặc do mình may mắn gacha nhân phẩm tốt : D. Vẫn cho cửa hàng 5 sao có cơ hội sẽ trải nghiệm thêm máy khác của cửa hàng Mình là người mua và sử dụng chả nhận đồng quảng cáo nào đâu nên mọi người có thể tin vào comment này của mình. Cảm ơn mọi người đã đọc !",Positive,,Positive,,,Positive,,,,,
Không xứng giá. Mô tả lố. Hiệu năng yếu. Máy lag khi đa nhiệm. Pin yếu. Đóng gói sơ sài. Ship chậm 3 ngày. Camera chụp tối tệ,Negative,Negative,Negative,,,Negative,Negative,,Negative,,
Tạm chấp nhận camera khá tốt chíp p60 tốt,,Positive,Positive,,,,,,,,
"Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Chưa biết cửa hàng đóng gói kỹ giao hàng nhanh chóng sản phẩm đẹp",,,,,,Positive,,,Positive,,
"Chưa gì hàng về xài lỗi rồi, thất vọng apple. Cho 3 sao thôi.",,,,,,,,,,Negative,
"Đợt này apple ráp máy ở đâu chất lượng có vẻ tệ, mở hộp ra thấy cấn 1 vết bên sườn, trong kho titan khá khó cấn. Cửa hàng thì xuất hoá đơn lâu, chat với hỗ trợ thì nhúng ai vào toàn văn mẫu, thời gian phản hồi lâu. Đã chọn xuất hoá đơn mặc định lúc đặt hàng rồi. Chờ mãi không thấy hđ mới vào ấn xuất tiếp, thì nhân viên vào check rồi bảo mới ghi nhận hôm nay? không chuyên nghiệp.",,,,,Negative,,,Negative,,,
"Tốt. Gói hàng cẩn thận,sản phẩm y như hình 6 sao ( 5 sao*) cho cửa hàng và 10đ cho chủ tiệm.",,,,,,Positive,,,,,
"Sản phẩm tạm ổn, giao hàng nhanh,đóng gói chắc chắn",,,,,,Positive,,,Positive,,
Máy tốt không vấn đề nhưng đúng như các bạn mua trước đã từng nói con này đúng là sóng yếu,,,,,,,,,,Negative,
"Pin quá yếu thông số pin là ảo phải sạc 2-3 lần/ngày. Pin ghi 5000mah mà sử dụng thực tế tệ hơn cả viên 4000mah của máy cũ. Rút sạc lúc 7h sáng, mình chỉ đọc báo, check mail, không chơi game mà 12h trưa đã phải sạc rồi. Lúc nào cũng phải kè kè cục sạc dự phòng, rất bất tiện.",Negative,,,,,,,,,,
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Nghe gọi điện thoại nokia 6310 (2025) hỗ trợ sóng 4g màn hình đẹp loa to rõ ràng bảo hành 12 tháng đã mua lần 2 sử dụng tốt sóng khỏe, pin hơi yếu chút, giao hàng nhanh, đóng gói cẩn thận",Negative,,Positive,,,Positive,,Positive,Positive,Positive,
"Hàng khá mới, dùng ổn định, mỗi tội loa hơi nhỏ, thé. Không biết do bản thân máy này hay do dòng Moto loa nó bé như vậy. 4.8*",,,,,,,,,,Negative,
Máy màu vàng đẹp nó đẹp 'bá cháy' luôn mọi người ơi. Đây là chiếc điện thoại đáng mua nhất phân khúc dưới 7 Triệu nha. Hãy tin ở mình.,,,,,Positive,,Positive,,,,
"Điện thoại xài tốt, 3 ngày nay chưa phát hiện lỗi gì, check IMEI thấy hàng chính hãng, săn sale giá tốt",,,,,,,Positive,,,Positive,
"Nguyên seal, mình cần ht ship nhanh cửa hàng cũng hỗ trợ nhiệt tình, để sử dụng 1 thời gian mới đánh giá được. Nhìn chung khá tốt, cam hơi xấu chút, chủ yếu để lướt mxh nghe gọi",,Negative,,,,,,Positive,Positive,,
Chính sách bảo hành có thời hạn theo quy định.,,,,,,,,Neutral,,,
Sản phẩm tốt giao hàng lại nhanh sản phẩm chất lượng cửa hàng nhiệt tình chu đáo sản phẩm tốt chất lượng giá rẻ cửa hàng phục thù nhiệt tình chu đáo,,,,,,,Positive,Positive,Positive,,
Cửa hàng Giao Hàng Nhanh sản phẩm đúng như mô tả cửa hàng giao hàng tận nơi sản phẩm đúng như mô tả,,,,,,,,,Positive,,
Điện thoại hư hỏng nặng không đùng được,,,,,,,,,,Negative,
"Camera mờ ảnh quảng cáo lừa dối chụp tối dở, autofocus fail,",,Negative,,,,,,,,,
Giá bán của máy không cao cũng không thấp so với mặt bằng chung.,,,,,,,Neutral,,,,
Pin máy hết nút nguồn bị móp nhé sử dụng tốt giá rẻ vậy là quá tốt máy cũ không trách được mong sử dụng bền,Negative,,,,Negative,,Positive,,,,
"Quay video bị giật, khử rung không hiệu quả. Khác với mô tả quay mượt. Tính năng 4k giới hạn thời gian. Quay vài phút là nóng và drop frame",,Negative,,,,,,,,,
"Điện thoại rất oke ạ. Đủ phụ kiện, săn sale được giá hời. Nghe review điện thoại này tốt nhất trong tầm giá",,,,,,Positive,Positive,,,Positive,
"Tính năng nổi bật: Mượt 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng chưa tới 500k mà cảm ứng mượt, máy nhìn chắc chắn, màn hình lớn rõ nét. 85% Mà đẹp vậy là quá được, mua ốp ốp vào nữa là xinh. Cảm ơn cửa hàng hỗ trợ nhiệt tình.",,,,Positive,Positive,,,,,,
"Variation3: Bạc variation1: (mới 100%) giao hàng khá nhanh. Máy mới, sạc đi kèm là sạc hoco, không phải sạc theo máy. 4 Sao",,,,,,,,,Positive,,
"Tính năng nổi bật: Good 
Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt
Chịu lực tốt, gõ không vỡ",,,,,,,,,,Positive,
"Đặt hôm truớc hôm sau giao hàng, điện thọai sử dụng mượt mà với trong tầm giá thì vô đối. Hàng chính hãng. Video chỉ mang tính chất nhận xu.",,,Positive,,,,Positive,,Positive,,
"Tính năng nổi bật: Mua nhiều ủng hộ cửa hàng tiếp 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng cửa hàng giao đúng.. Nhận hàng sẽ ủng hộ cửa hàng tiếp... Đã mua của cửa hàng 5 sản phẩm rồi",,,,,,,,,Positive,,
"Gửi nhầm mã máy, đặt notte10,n970 thì lại gửi n971, máy xấu và pin được vài tiếng đã hết, máy đơ cảm ứng không mượt",Negative,,Negative,,Negative,,,,Negative,,
"Máy được bọc rất kỹ và an toàn, mình đặt từ hcm ra tận hà nội mà vận chuyển không vấn đề gì. Máy chính hãng nguyên seal, sử dụng rất thích. Ủng hộ mọi người nên mua của cửa hàng nha. Cực uy tín.",,,,,,Positive,,,Positive,,
"Pin dùng không được 4 tiếng, rất tệ. Máy thỉnh thoảng tự động tắt nguồn. Đóng gói không kèm phiếu bảo hành, chỉ có máy trần.",Negative,,,,,Negative,,,,,
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng máy đẹp, cửa hàng giao nhanh, đóng gói kĩ",,,,,Positive,Positive,,,Positive,,
"Đúng với mô tả: Sản phẩm như mô tả 
Chất lượng sản phẩm: Máy mới và hoạt động bình thường 
Tính năng nổi bật: Nhiều tính năng sản phẩm dù không có hộp nhưng vẫn được gói bọc cẩn thận, có kèm cáp xạc và ốp lưng, trên thân máy được dán tem bảo đảm",,,,,,Positive,,,,,
"Hiệu năng lag game nặng, giao muộn 5 ngày. Camera chính màu nhạt, pin tụt nhanh kết nối wifi.",Negative,Negative,Negative,,,,,,Negative,,
"Hàng khá ngon, săn sale được 5tr4 ổn trong tầm giá, máy đẹp",,,,,Positive,,Positive,,,,
"Chăm sóc khách hàng không được nhiệt tình. Thái độ lạnh nhạt. Dịch vụ tệ. Hỏi về sản phẩm thì trả lời cụt lủn, không muốn tư vấn thêm. Shipping chậm hơn 1 ngày",,,,,,,,Negative,Negative,,
"Hiệu năng bộ nhớ gây treo, camera macro chụp xa mờ. Ship gửi hàng lỗi, chăm sóc đòi chứng từ không hợp lệ.",,Negative,Negative,,,,,Negative,Negative,,
"Kém thông tin không cập nhật sản phẩm đã ngừng sản xuất từ lâu,",,,,,,,,,,Negative,
"Khả năng lưu trữ: 256gb 
Nhóm màu: Màu xám đã nhận được hàng, thật sự rất lo lắng khi bỏ ra 1 số tiền không nhỏ để mua hàng trên mạng, qua test hàng tôi thấy tốt",,,,,,,,,,Positive,
Đã nhận được hàng. Mua dịp sale giá khá tốt. Máy kích hoạt bảo hành đúng ngày đặt mua luôn. Nguyên seal.,,,,,,,Positive,Positive,,,
Đây là đơn thứ 2 để phổ cập smartphone cho người nhà. Cảm ơn cửa hàng,,,,,,,,,,Neutral,
"Nhóm màu: Vàng 
Dung lượng lưu trữ: 6gb+128gb tùy chọn màu sắc rực rỡ, tùy chọn màu sắc rực rỡ, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp,",,Positive,,,Positive,,,,,,
"Tính năng nổi bật: Dùng nghe gọi và một số ứng dụng 
Chất lượng sản phẩm: Chất lượng chưa biết nhưng nguyên seal 
Đúng với mô tả: Đúng mô tả, sẽ ủng hộ nếu có nhu cầu",,,,,,Positive,,,,Positive,
Nhóm màu: Vàng máy samsung j7. Huyền thoại... !!.... Sử dụng tốt.... Full chức năng... Giải trí - nghe nhạc - biên tập video - hình ảnh - âm nhạc.... Thế giới trong tầm tay.... !!.. Con cảm ơn cửa hàng lazada - cảm ơn. Mọi người. Nhiều. Mãi mãi. Ạ... !!,,,,,,,,,,Positive,
"Pin tụt nhanh dung lượng ảo từ 100% xuống 30% trong vài giờ, chăm sóc khách hàng im lặng,",Negative,,,,,,,Negative,,,
"Theo dõi đơn hàng báo sai, giao trễ so với cam kết. Khác với mô tả giao nhanh. Tính năng tracking lỗi trên web. Chờ hàng lâu, chăm sóc khách hàng trả lời chậm",,,,,,,,Negative,Negative,,
"Pin 6000mah mà sài mau hết quá, màn thì tối thui, pin sử dụng nhiều thì ngày sạc 2 lần, pin 6000 thế thì quá tệ, màn thì ghi cấu hình cao mà thực tế thì khá tệ so với thông số cao.",Negative,,,Negative,,,,,,,
"Đúng với mô tả: Đúng với mô tả 
Chất lượng sản phẩm: Pin tụt hỏi nhanh 
Tính năng nổi bật: Bộ nhớ khủng lướt mượt mọi thứ đều tốt. Pin tụt xuống nhanh",Negative,,,,,,,,,,
"Pin quá nóng khi sử dụng. Nhiệt độ cao. Dễ nóng. Pin nóng lên nhanh khi lướt web, cảm giác không an toàn. Hiệu năng tạm ổn. Chăm sóc khách hàng giải quyết vấn đề nhanh",Negative,,Positive,,,,,Positive,,,
"Tụt pin với sập nguồn liên tục, biết là với giá đó không nên đòi hỏi gì nhưng mà quá tệ so với số tiền bỏ ra. Sử dụng hơn 1 tuần rồi mới đánh giá :))",Negative,,,,,,Negative,,,,
"Hiệu năng quá tệ, máy giật lag khi mở app cơ bản. Pin nóng khi sạc và tụt rất nhanh, chỉ sử dụng được 2 tiếng rưỡi. Đóng gói sơ sài, không có hộp phụ kiện. Chăm sóc khách hàng trả lời chậm và vô trách nhiệm.",Negative,,Negative,,,Negative,,Negative,,,
Tính năng nổi bật: Xem phim đã mua về chỉ để xem phim trước khi ngủ sau 20 ngày không sử dụng được nữa cứ bật lên một lát là mặt sau vùng camera nóng kinh máy đơ treo màn tóm lại là nằm một cục vứt đi thấy cửa hàng cũng liên quan thế linh nên mua thử mà ai dè mua phải cái này,,Negative,,Negative,,,,,,,
"Máy mới còn nguyên seal. Cửa hàng đóng gói cẩn thận, tư vấn nhiệt tình. Sẽ còn ủng hộ cửa hàng nếu có nhu cầu.",,,,,,Positive,,Positive,,,
"Nhóm màu: Midnight 
Dung lượng lưu trữ: 128gb ship hàng nhanh. Đóng gói cẩn thận. Sản phẩm chính hãng, nguyên seal. Kèm gitt dễ thương.",,,,,,Positive,,,Positive,,
"Nhóm màu: Ứng dụng gọi điện thoại sử dụng không được, không nhận thấy sóng.",,,,,,,,,,Negative,
Săn sale giá rẻ hơn ở ngoài nhiều giao nhanh đầy đủ thiết bị có cục sạc nên mua nhaa,,,,,,,Positive,,Positive,,
Giao hàng nhanh đóng gói cẩn thận hộp mới nguyên. Nhìn ngoài ok. Phải dùng 1 thời gian mới đánh giá được,,,,,,Positive,,,Positive,,
"Giao hàng đủ, máy đẹp. Hàng chính hãng, giá tốt",,,,,Positive,Positive,Positive,,,,
"Màu sắc: Đen 
Phân loại: Không hộp (mới 100%) điện thoại sử dụng tốt, mới zin, chưa biết lâu dài thế nào, cho cửa hàng 5sao, sau sẽ đánh giá tiếp!",,,,,,,,,,Positive,
